rank	sentence	english
245	నీకు ఏ రంగు అంటే ఇష్టం , నీలమా లేక పచ్ఛా ?	Which color do you prefer, blue or green?
248	నీ గది అంకె ఎంత ?	What's your room number?
250	ఒకటి, రెండు, ముడు, నాలుగు, ఐదు, ఆరు, ఏడు, ఎనిమిది, తొమ్మిదు, పది.	One, two, three, four, five, six, seven, eight, nine, ten.
252	ఆమె ముప్పై ఏళ్ళ పాటు సంగీతం నేర్పిస్తుంది	She taught music for thirty years.
256	ఇంగ్లీషు బాగా మట్లాడటం కష్టం	It's difficult to speak English well.
264	వేరే దారి లేదని స్పష్టంగా తెలుస్తుంది	It was apparent that there was no way out.
281	ప్రతి పది నిమిషాలకు బస్ బయలుదేరుతుంది.	The bus leaves every 10 minutes.
283	నువ్వు చాల త్వరగా వచ్చావు	You've arrived very early.
288	నాకు గంట మోగటం వినపడింది	I heard the bell ring.
290	నేను కాఫీ తాగాను	I drank coffee.
308	నిన్ను ఇక్కడ ఇంకా ఎక్కువ సమయం వుంచలేను	I can't keep you here any longer.
320	అది అంత సులభం ఏం కాదు	It actually isn't that simple.
326	నీ రోజువారీ జీవితం గురించి చెప్పు	Tell me about your daily life.
330	పాప బిగ్గరగా ఏడ్చింది.	The baby cried loudly.
332	సాయంత్రం భోజనానికి మైక వస్తున్నాడు	Mike is coming to dinner this evening.
340	వేరే దారి లేదని స్పష్టంగా తెలుస్తుంది	It was apparent that there was no way out.
342	ముసలివాళ్లు నెమ్మదిగా నడుస్తారు	Old people walk slowly.
348	అతడొక ప్రతిభావంతుడైన యువ దర్శకుడు.	He is a talented young director.
352	ఒక పిల్లి డెస్క్ కింద నుండి బయటకు వచ్చింది.	A cat came out from under the desk.
357	ఎక్కడ నొప్పి పుడుతుందో నాకు చూపించు	Show me where it hurts.
359	అల్జీరియా యొక్క ప్రభుత్వం పెట్రోలియం మరియు సహజవాయువుపై ఆధారపడి ఉంది.	Algeria's government depends on oil and gas.
374	ఒకటి, రెండు, ముడు, నాలుగు, ఐదు, ఆరు, ఏడు, ఎనిమిది, తొమ్మిదు, పది.	One, two, three, four, five, six, seven, eight, nine, ten.
380	నీ కలం ఏది ?	Which is your pen?
394	నువ్వు మాములుగా ఏడు కు ముందే టిఫిన చెస్తావా?	Do you usually eat breakfast before seven?
404	మా నాన్న ప్రస్తుతం ఇంటి దగ్గర లేడు	My dad is not at home for the moment.
407	నువ్వు అది చెయ్యమని నా సలహా	I suggest you do that.
445	భోజనం చేశావా ?	Have you finished your meal?
452	నన్ను పలకరించినందుకు కృతజ్ఞతలు.	Thank you for greeting me.
469	వాడు నేను చెప్పినట్లు చేశాడు.	He did it the way I told him to.
473	అతడు రాముడు.	He is Ramudu.
474	అది అంత సులభం ఏం కాదు	It actually isn't that simple.
479	అది ఇక్కడ చెయ్యడానికి నాకు అనుమతి లేదు	I'm not allowed to do that here.
489	ఈ మొక్కకి కొన్ని కాలిన ఆకులు వున్నాయి	This plant has some burnt leaves.
490	మేరీకి తాను చూసేది తనకి నచ్చుతుంది.	Mary likes what she sees.
502	నీకు ఎన్ని మామిడిపండ్లు కావాలి?	How many mangoes do you want?
509	మేము అది కావాలని చేశాం	We did that deliberately.
512	నేను ఇంటికి వెళ్లి పరీక్ష కోసం చదవాలి	I have to get back home and study for a test.
522	మా అక్కకి టెన్నిసంటే పిచ్చి	My sister is crazy about tennis.
537	యానీ దీనికోసం ఎదురు చూస్తున్నాడు.	Yanni is waiting for this.
560	ఎక్కడ పదాలు మాట్లాడలేవో అక్కడ సంగీతం మాట్లాడుతుంది.	Where words fail, music speaks.
568	చూపుకి వెలుపల​, మనసుకి వెలుపల​	Out of sight, out of mind.
583	అతను తన మాట నిలబెట్టుకోలేదు	He didn't keep his word.
585	నువ్వు ఎక్కడ ఉన్నవో అక్కడే ఉండు	You must stay where you are.
589	నువ్వు గట్టిగా మాట్లాడాలి	You must speak in a loud voice.
590	పాప ఏడ్చింది.	The baby cried.
592	దయచేసి కుక్కను వదిలిపెట్టకుండ జాగ్రత్త వహించండి.	Please be careful not to let the dog loose.
595	నువ్వు ఈత కొట్టడానికో లేక చేపలు పట్టడానికో వెళ్ళొచ్చు	You may go swimming or fishing.
607	రా, నీకు కూడా కొంచెం పెడతా	Come, I'll serve some for you.
609	నా కంప్యూటర్ ఖరీదైనది.	My computer is expensive.
617	మేము నిన్న బాస్కెట్ బాల్ ఆడాము	We played basketball yesterday.
620	నేను చెప్పిన పని పూర్తయిందా?	I asked you, "is the work done?"
627	మనకు అద్దం లేకుండా మన ముఖాలు కనపడవు.	We cannot see our own faces without a mirror.
644	టామ్ నిన్న ఇక్కడకు మొదటి సారి వచ్చాడు.	Tom came here yesterday for the first time.
649	వేరే దారి లేదని స్పష్టంగా తెలుస్తుంది	It was apparent that there was no way out.
657	మధ్యాహ్నం మొత్తం లేదా ఇంకా ఎక్కువ సమయం పట్టొచ్చు	It's going to take all afternoon and maybe more.
675	పొగత్రాగడం మానేసినప్పుడు కొందరు బరువు పెరుగుతారు	Some people gain weight when they quit smoking.
684	నీ పళ్ళు రోజూ తోముకో	Brush your teeth every day.
744	మాకు ఫ్రెంచి అర్ధం కాదు	We don't understand French.
746	పొగ తాగడం ఎప్పుడు ఆపేశావ్?	When did you quit smoking?
749	ఒక పిల్లి డెస్క్ కింద నుండి బయటకు వచ్చింది.	A cat came out from under the desk.
765	ఆ పిల్లవాడు ఒక చిన్న రాక్షషుడు	That kid is a little demon.
772	అతను మా అబ్బాయి	He's my son.
783	తన కళ్లజోడు అద్దాలను టామ్ వేడిగా ఉన్న సబ్బు నీళ్ళతో కడిగి గుడ్డ పై ఆరాపెట్టాడు.	Tom washed the lenses of his glasses with warm, soapy water and dried them on a cloth.
803	టీ తీసుకురా.	Bring tea.
852	టామ్ మరియు నేను తరచుగా బస్సులో ముచ్చటిస్తుంటాము.	Tom and I often chat on the bus.
859	ఆ! మీరు చెప్పింది నిజమా?	Oh! Is what you said true?
883	ఆ పుస్తకం వెల ఎంత ?	What is the price of that book?
898	నాకు మళ్ళా ఆకలి వేస్తుంది	I'm hungry again.
899	నేను ఎన్ని భాషలు మట్లాడుతానని తను అడిగింది	She asked me how many languages I spoke.
936	రాముడు వచ్చాడు.	Ramudu came.
954	ఈ బొమ్మ ఎలా వేశావు ?	How did you draw this picture?
955	నీకు ఎప్పుడైనా గుండెపోటు వచ్చిందా	Have you ever had a heart attack?
967	నిన్న రాత్రికి నన్ను నిజంగా క్షమించు	I'm really sorry about last night.
985	నాకు బెర్బర్ భాష రాదు.	I don't know Berber.
997	నువ్వు ఈత కొట్టడానికో లేక చేపలు పట్టడానికో వెళ్ళొచ్చు	You may go swimming or fishing.
