rank	sentence	english
136	Տիկին, կարո՞ղ եք ինձ օգնել։	Miss, can you help me?
137	Ես կրկին կփորձեմ:	I will try again.
138	Ես նաև թեյ եմ խմում:	I drink tea, too.
139	Նա կրկնակի մեծ է, քան ես:	He is twice as old as I am.
140	Խմելու բան չկա։	There's nothing to drink.
141	Թոմը վազեց դեպի ամրոցը։	Tom ran to the castle.
142	Նա հարց ունի։	He has a question.
143	Թոմը ասե՞ց՝ ով։	Did Tom say who?
144	Դու ծխում էիր։	You smoked.
145	Արի այստե՛ղ:	Come here.
146	Ո՞վ է խոսում:	Who's speaking?
147	Ո՞վ դուրս եկավ:	Who quit?
148	Այս երեկո ես ազատ եմ:	I'm free this evening.
149	Սա նրանից է։	This is from her.
150	Նա մի քիչ խմեց:	He drank a little.
151	Ինչքա՞ն երկար:	How long?
152	Տուն զանգեք:	Call home!
153	Կատու ունեմ։	I have a cat.
154	Մեկը ընտրիր:	Choose one.
155	Ո՞ւմ եք սպանել։	Who did you kill?
156	Դա զենք չէ, այնպես չէ՞։	That isn't a weapon, is it?
157	Դա նույն բանը չէ:	It's not the same thing.
158	Մերին ողջ է։	Nature is alive.
159	Ես չէի ստում։	I wasn't lying.
160	Հեռու մնացեք:	Stay away.
161	Տուր դա ինձ:	Hand it to me.
162	Քանի՞ թոռ ունես։	How many grandchildren do you have?
163	Այդքան փոքր չէ։	It's not so little.
164	Դա հեշտ կլինի:	This will be easy.
165	Մերին դայակ է։	Mary is a nanny.
166	Ես երեք շիշ գնեցի։	I bought three bottles.
167	Զգույշ եղիր:	Be careful.
168	Մնացեք տանը։	Stay at home.
169	Այսպես շարունակվել չի կարող։	It cannot continue like this.
170	Որքան գեղեցի՜կ է:	How beautiful!
171	Շուտով կիմանանք։	We'll know soon.
173	Հանգիստ մնա:	Stay calm.
174	Վաղը գնացեք:	Leave tomorrow.
175	Ես դեմ եմ դրան։	I'm against it.
176	Մի՛ վեր կաց:	Stay down!
177	Եկեք հաջորդ տարի։	Come next year.
178	Հետաքրքիր է, արդյոք դա ճիշտ է:	I wonder if it's true.
179	Էշի պես համառ։	Stubborn as a mule.
181	Թոմը ասե՞ց՝ որտեղ։	Did Tom say where?
182	Այսօր շոգ է։	It's hot today.
183	Դա էլ է ճիշտ:	That's true, too.
184	Տվեք դա ինձ:	Hand it to me.
185	Գնա առանց մեզ:	Go without us.
186	Երջանիկ սեր չի լինում։	There is no happy love.
187	Թոմը նույնպես գոռաց։	Tom screamed, too.
188	Մինչ հաջորդ շաբաթ։	See you next week.
191	Պատրաստ էին։	They were ready.
192	Փորձեք դա անել:	Try to do it.
193	Դա արա վաղը։	Do that tomorrow.
195	Սա վերջին խաղն է։	This is the last game.
196	Նորից սկսիր:	Start over.
197	Եկ սկսենք Թոմից։	Let's start with Tom.
198	Ես ուրիշ եմ։	I'm different.
199	Մարդիկ նայում են։	People are watching.
200	Երբ մեծանամ, ուզում եմ արքա լինեմ։	When I grow up, I want to be a king.
201	Ես գիտեմ դա։	I know that.
202	Ես շատ բաներ եմ հիշում։	I remember many things.
203	Շնորհակալ եմ:	Thank you.
204	Կանոններ կան։	There are rules.
205	Ոչ ոք չեկավ:	Nobody came.
206	Սա փոքրիկ գյուղ է։	This is a small village.
207	Կեցցե՛ կայսրը։	Long live the emperor!
208	Ու՞մ եք սիրում։	Who do you love?
209	Ո՞ր մեկն ես դու։	Which one is you?
210	Նա վատ մարդ է։	He's a bad man.
211	Բարև, իմ լույս։	Hello, my light.
212	Ես ընկեր ունեմ։	I have a friend.
213	Քանի՞ թոռ ունեք։	How many grandchildren do you have?
214	― Աղչիկ է։ ― Այսինքն՝ նա կին է՞։ ― Չէ՛, այսինքն ջահել է։	"She's a girl." "You mean she's a woman?" "Nope. I mean she's too young."
215	Ինչո՞ւ գոհ չեք։	Why are you not satisfied?
216	Դա առաջին դասն է։	It is the first lesson.
217	Ողջույն, Թո՛մ:	Hello, Tom.
218	Արդեն ուշ է:	Too late.
220	Դու հաստատ գիտե՞ս։	Do you know for sure?
222	Խոսք եմ տալիս:	I promise.
223	Նա ունի իր սեփական տունը։	She has her own house.
226	Ուզու՞մ ես տեսնել։	Do you want to see?
227	Ոտքերս թույլ են։	My legs are weak.
228	Դու նրան ոչինչ պարտք չես:	You don't owe her anything.
229	Նա ընտրվեց նախագահ։	He was elected president.
230	Շարունակի լսել:	Keep listening.
231	Փորձեք խոսել:	Try to talk.
233	Սպասեք կես ժամ։	Wait thirty minutes.
234	Զգույշ եղեք:	Be careful.
235	Սա չքնաղ ծաղիկ է։	This is a beautiful flower.
237	Նա արագ որոշեց։	He decided quickly.
238	Չգիտեմ, Թոմ:	I don't know, Tom.
239	Սեղան չունեմ:	I have no table.
241	Ցույց տվեք ինձ:	Show me.
243	Հասկանում եմ:	I understand.
245	Շաքարը քաղցր է։	Sugar is sweet.
246	Դու լաց ես լինում։	You are crying.
249	Նա երեսունն անց է:	She's over thirty.
250	Թոմը շուն չունի։	Tom doesn't have a dog.
251	Ուրախ տոներ:	Happy holidays.
252	Փողը փոխում է մարդկանց։	Money changes people.
253	Դա լավ կլիներ:	That would be fine.
254	Հավատա՛ սիրուն։	Believe in love!
256	Համարյա միշտ։	Almost always.
257	Այստեղ լողալ չի կարելի։	You can't swim here.
258	Ի՜նչ հմայիչ աղջիկ է։	What a charming girl!
259	Բարի կին ես։	You're a kind woman.
260	Շուտ հագնվեք։	Get dressed quickly.
261	Նա կարճ մազեր ունի։	She has short hair.
262	Ես մտա ներս։	I went inside.
263	Միշտ հաճելի է։	It's always a pleasure.
265	Դուռը բաց է։	The door is open.
267	Թոմը ընդամենը վկա էր։	Tom was merely a witness.
268	Ուժեղ աշխատեցի անցյալ ամիս։	I worked hard last month.
269	Նրանք սև են։	They're black.
270	Թոմը քնած է։	Tom's sleeping.
271	Ես արյուն եմ խմում։	I drink blood.
272	Նա ամբողջ օրը քնեց։	He slept all day.
273	Պահիր դրանք:	Keep them.
274	Հրաշալի տեսք ունես։	You look wonderful.
275	Թոմը իմ միակ զավակն էր։	Tom was my only child.
277	Ես քաջ մարդ եմ։	I'm a brave person.
278	Հաջողություն եմ մաղթում:	Good luck.
279	Հնարավորության դեպքում արի։	Come if possible.
280	Նա վտանգավոր չէ։	He is not dangerous.
281	Հարցրինք՝ ինչու։	We asked why.
282	Նույնիսկ մի՛ հարցրու։	Don't even ask.
283	Գործ շատ կա։	There is a lot of work to do.
284	Նայիր ուրիշ տեղ։	Look elsewhere.
285	Բաժանեք այն ձեր միջև։	Divide this among yourselves.
286	Ի՞նչ է լինելու։	What'll happen?
287	Կուզեի հարց տալ։	I would like to ask a question.
288	Մենք տանը չենք։	We are not at home.
289	Ոտքերի տակ նայեք:	Watch yourselves.
291	Ոչ մեկին մի՛ ասա։	Don't tell anyone.
292	Յաննին լաց եղավ։	Yanni wept.
293	Շնորհակալություն:	Thank you.
294	Մի քայլ ետ արա:	Step back.
295	Հարմար եմ դրա հետ։	I'm comfortable with it.
297	Նա երիտասարդ է։	She is young.
298	Նորություն կա՞:	Anything new?
299	Սա կարևոր չէ:	This is not important.
300	Երանի այդքան հեշտ լիներ։	I wish it was that easy.
301	Տարօրինակ չէ։	It's not weird.
303	Իմ կողմից բարևիր։	Give him my regards!
304	Ո՞ւր ես գնում։	Where are you going to?
306	Չափազանց վտիտ եք։	You're too skinny.
307	Ինչ-որ բանի կպե՞լ ես:	Did you touch anything?
308	Մերին այժմ մայր է։	Mary is now a mother.
309	Խաղալուն վերջ տուր:	Stop grumbling.
310	Նա որոշեց շանը պահել։	He decided to keep the dog.
311	Նրանք պետք է զգույշ լինեն։	They must be careful.
312	Դու մայր ե՞ս։	Are you a mother?
314	Թոմը բութ է։	Tom's stupid.
316	Այս նկարը այդքան էլ լավը չէ: Նա պետք է մի բան անի այս ոտքի ետևում գտնվող գծի հետ:	This drawing is less than great. He needs to do something with the line here at the back of the leg.
317	Որքա՞ն հաճախ։	How often?
318	Ես վազում եմ, որպեսզի հասնեմ գնացքին:	I am running in order to catch the train.
320	Սա քո պատճառով է։	This is because of you.
321	Ես նրանից ոչ մի լուր չունեմ անցյալ հունիսից:	I haven't heard from him since last June.
322	Թոմը փաստաբան ունի։	Tom has a lawyer.
323	Թոմը ևս մեկ հարց տվեց։	Tom asked another question.
324	Ծնունդս վաղն է։	My birthday is tomorrow.
325	Դա բավական է։	That's enough.
326	Դուք դավաճան եք։	You're a traitor.
327	Արժեր փորձել։	It was worth a try.
329	Երջանիկ չե՞ք։	Are you not happy?
330	Դու գունատ ես։	You are pale.
331	Մենք շշմած էինք:	We were flabbergasted.
332	Մնալու պատճառ չկար։	There was no reason to stay.
333	Այս բազմոցը ծանր է։	This couch is heavy.
334	Դու պատրաստ կլինես։	You'll be ready.
335	Սա այն դեղն է, որի մասին ես ձեզ պատմում էի։	This is the medicine I was telling you about.
336	Նա բժիշկ էր:	He was a doctor.
337	Նա վաղ թռչնակ է։	He's an early bird.
339	Բացի՛ր շիշը։	Open the bottle.
340	Ձեռք չտա՛ք ինձ։	Don't touch me.
341	Ես անմիջապես կվերադառնամ։	I'll return immediately.
342	Սա հիանալի հարց է։	This is a great question.
344	Չե՞ս ուզում հաղթել։	Don't you want to win?
345	Բարև՜, Թո՛մ:	Hello, Tom.
346	Թեստն իսկապես հեշտ էր:	The test was real easy.
347	Հուսով եմ, որ ոչ։	I hope not.
348	Դա պարզ հարց է։	It's a simple question.
349	Միսթեր Յոշիդան շատ լավ գլուխ է հանում Ֆրանսիաի պատմությունից:	Mr Yoshida is at home in French history.
350	Դա հին անուն է:	It's an old name.
351	Ես քեզ հազար անգամ ասել եմ։	I've told you a thousand times.
352	Ուղղակի արի։	Just come.
353	Երեկ չէ մյուս օրը շաբաթ էր։	The day before yesterday was Saturday.
354	Ես քնեցի դասի ընթացքում։	I slept through the lesson.
355	Կարող եք օգնել:	You can help.
356	Դուք ապշած էիք:	You were flabbergasted.
357	Մի՛ վեր կաց:	Stay down!
358	Ձեր արյան ճնշումը նորմալ է:	Your blood pressure is normal.
359	Ես ժամանակ առ ժամանակ տեսնում եմ նրան։	I meet him from time to time.
360	Սարդերը թևեր չունեն։	Spiders don't have wings.
362	Տանս դիմաց հանրային այգի կա։	In front of my house, there is a public garden.
363	Դու խոսե՞լ ես այդ մարդու հետ:	Did you talk to that man?
364	Ես հաշվեցի մինչև երկու հարյուր։	I counted to two hundred.
365	Կա՞ն շներ, որոնք հում ձուկ են ուտում:	Are there dogs that eat raw fish?
366	Թոմը շատ ծեր էր։	Tom was very old.
367	Նա վարկ է վերցրել մեքենա գնելու համար։	He took out a loan in order to buy a car.
368	Ավստրալական ռազմական ուղղաթիռը վայր իջավ ծովափին, և մարդկանց տվեց սնունդ և ջուր։	An Australian military helicopter landed on the beach and gave the men food and water.
369	Մի պահ սպասեք։	Wait a moment.
372	Թոմը հայտնի է։	Tom's famous.
373	Ու՞ր եք ուղարկել այն։	Where did you send it?
374	Խեղճ աղջիկը կուրացավ։	The poor girl went blind.
375	Դու այս տան տերը չե՞ս։	Are you not the owner of this house?
376	Նրանց հայրը խիստ է։	Their father is strict.
377	Եկեք հաջորդ տարի։	Come next year.
378	Դա հին ցավ է։	It's an old pain.
379	Կյանքը լի է խնդիրներով։	Life is full of problems.
380	Նրանք անկեղծ են։	They're sincere.
382	Մենք ողջունեցինք միմյանց։	We greeted each other.
383	Նա դրան արժանի է։	He deserves that.
384	Նա բարի էր իմ հանդեպ։	She was kind to me.
385	Նա դերասան է։	He is an actor.
386	Բոլորը եկան։	Everyone came.
387	Ես կենդանի մնացի:	I survived.
388	Կարող ենք գնալ։	We can go.
389	Հինգ անգամ չորսը քսան է:	Five times four is twenty.
390	Մենք գեղեցիկ ենք։	We are beautiful.
391	Ես խաղ եմ խաղում քրոջս հետ։	I play a game with my sister.
392	Պատասխան կրակ բացիր:	Return fire.
393	Նա սիրով ընդունեց մեր առաջարկը։	He gladly accepted our offer.
394	Փորձեք շարժվել:	Try to move.
395	Այս պահին ես գումար չունեմ։	I don't have money right now.
396	Ես դիմել եմ վիզայի համար։	I applied for a visa.
397	Դա գերմանական բառ է։	It's a Germanic word.
398	Թոմը զվարթ է։	Tom is cheerful.
399	Ինչպիսի՞ բաներ ես սիրում անել։	What kinds of things do you enjoy doing?
400	Ասա ինձ իրական անունդ։	Tell me your real name.
401	Ես տղա ունեմ։	I've got a son.
402	Կարո՞ղ եմ գալ:	Can I come?
403	Դուք մեր երկրորդ երեխան եք։	You are our second child.
404	Ստելու կարիք չկա։	There's no need to lie.
406	Ծարավ ես երևում։	You look thirsty.
409	Դա շատ մեծ խանութ է։	It's a very big store.
410	Նա հավանաբար գիտի։	He probably knows.
412	Նա ինձ ճանաչում է։	She knows me.
414	Դու պիտի զգույշ լինես։	You must be careful.
416	Աշխատանք գտա՞ք։	Did you find a job?
417	Կարո՞ղ եմ վերցնել այն։	Can I take it?
418	Դուք պետք է մնաք։	You have to stay.
419	Դա հեշտ չէր։	It was not easy.
421	Անխուսափելի հետևանքներ կլինեն։	There will be inevitable consequences.
422	Ես տասնչորս տարեկան եմ։	I am fourteen years old.
423	Գործի տեղը կտեսնվենք:	See you at work.
424	Դու արքայազն ես, Թոմ։	You're a prince, Tom.
425	Ո՞ւր ես գնում, հայրիկ:	Where are you going, Dad?
426	Նա ազնվական է։	He's a nobleman.
427	Ճանաչու՞մ ենք իրար։	Do I know you?
428	Ի՞նչ կարող եմ խմել։	What can I drink?
430	Երեկ շաբաթ էր։	Yesterday was Saturday.
431	Հոգ տար մայրիկի մասին։	Take care of mom.
432	Ես հակառակ խնդիրն ունեմ։	I have the opposite problem.
433	Նա պանիր է բերում։	She brings the cheese.
435	Տար սա մորդ։	Take this to your mother.
436	Դա շատ դժվար է:	That's too hard.
437	Նա քո մա՞յրն է։	Is she your mother?
438	Ամուր բռնե՛ք ռակետը։	Hold the racket tight.
439	Այն կողմ նայիր:	Look away.
441	Ուզում եմ իմանալ։	I want to know.
442	Ի՞նչ ես բերել։	What have you brought?
443	Հացը թարմ է:	The bread is fresh.
446	Թոմը վստահ չէ:	Tom's unsure.
447	Հանկարծ մթնեց։	All of a sudden, it got dark outside.
448	Դու ազատ ես:	You're free.
449	Իմ հայրը մեկնում է Չինաստան։	My father is going to China.
451	Ես սիրված կլինեմ։	I will be loved.
452	Ի՞նչ է պատահել:	What happened?
453	Դա հրաման է, Թոմ։	That's an order, Tom.
454	Նրանք շաքար ունեն։	They have sugar.
455	Ջուրը տաք է։	The water is warm.
457	Նա գնաց նրա փոխարեն։	She went instead of him.
458	Արսենը թույն է։	Arsenic is a poison.
461	Դա լավ ֆիլմ էր։	That was a good movie.
462	Երանի ես հայտնի լինեի։	I wish I were famous.
464	Դա ուղղակի երազ է։	It's just a dream.
465	Ես արդեն ընդունել եմ դա։	I've already accepted it.
466	Ես այստեղ եմ քո շնորհիվ։	I'm here because of you.
468	Դա կատարյալ ալիք է:	That is the perfect wave.
469	Նա մենակ չէ։	He is not alone.
470	Դա դաժան աշխարհ է։	It's a cruel world.
471	Նա որոշեց մնալ։	He decided to stay.
472	Հեռու մնա՛ ինձնից։	Keep away from me.
476	Ես հիմա տղամարդ եմ։	I'm a man now.
477	Ես շուն չեմ։	I'm not a dog.
478	Նա ինքն իր վրա զայրացած էր։	He was angry at himself.
480	Թոմի ձեռքերն արյունոտ են։	Tom has blood on his hands.
481	Ի՜նչ լավ ամուսին ես դու։	What a good husband you are!
483	Ինձ ասացին, որ մենակ գամ։	I was told to come alone.
484	Կներեք, կարո՞ղ եմ անցնել։	Excuse me, can I get by?
485	Ես մի տեսակ սոված եմ:	I'm kinda hungry.
486	Թոմն ասած, որ քեզ հարցնեմ։	Tom told me to ask you.
487	Չեմ կարող դա գլխիցս հանել։	I can't get that out of my mind.
489	Առավոտյան նորից կսկսենք։	We'll start again in the morning.
493	Սարդերը ութ աչք ունեն։	Spiders have eight eyes.
495	Ապրեք խաղաղ կյանքով։	Live a peaceful life.
497	Սպասեք կես ժամ։	Wait thirty minutes.
499	Տունը փոքր է:	The house is small.
501	Ի՞նչ կար տեսնելու։	What was there to see?
502	Որքա՞ն խորը:	How deep?
503	Ավելի քան հինգ հարյուրը վիրավոր էին։	More than five-hundred were wounded.
504	Դա ամենահիմար բանն է որ ասել եմ։	That's the stupidest thing I've ever said.
505	Ըստ թերթի՝ այսօր անձրեւ է գալու։	According to the newspaper, it's going to rain today.
506	Մենք իրար չէինք սիրում։	We didn't like each other.
508	Դա տխուր պատմություն էր։	It was a sad story.
509	Նա նրան հավերժ սիրելու է։	She'll love him forever.
512	Բոլոր անդամները ներկա էին։	All the members were present.
515	Լիովին առողջ ես։	You're completely healthy.
516	Այսքան արագ մի՛ քշեք։	Don't drive so fast.
518	Երևի նորից եմ փորցելու:	I'm probably going to try again.
521	Ինձ պետք է մի քանի րոպե առանձին։	I need a few minutes alone.
524	Ինչի՞ համար:	What for?
525	Ուր է քո թերթը։	Where's your newspaper?
526	Սիրու՞մ ես խաղալ:	Do you like to play?
527	Ես երեկ եկա։	I came yesterday.
530	Նա իմ սիրտն է։	He is my heart.
532	Ջուրը կյանք է:	Water is life.
533	Ուզում էր սովորել։	He wanted to study.
537	Այսօր ցուրտ է։	It's cold today.
538	Ոմանք ուշացան։	Some were late.
539	Արդարությունը պատրանք է:	Justice is an illusion.
540	Դու անմեղ ես։	You're innocent.
541	Վաղն առավոտ արի։	Come tomorrow morning.
545	Նա խորը շունչ քաշեց։	He drew a deep breath.
546	Ո՞վ է մեռել։	Who died?
548	Նա իմաստուն է։	He's wise.
549	Հրաշալի տեսք ունես։	You look wonderful.
551	Ո՞ւր եք մտադիր գնալ։	Where do you intend to go?
552	Թոմը մի էջ ել չի կարդացել։	Tom hasn't even finished reading one page.
555	Չե՞ք կարող գտնել այն։	Can't you find it?
557	Ես հարբած եմ։	I'm drunk.
558	Բա՛րձր խոսիր:	Speak up!
560	Ես որդի ունեմ։	I've got a son.
562	Կյանքը մարտահրավեր է, դիմի՛ր դրան:	Life is a challenge, meet it!
563	Գիշերը մութ է, ուստի վտանգավոր է:	It's dark at night, so it's dangerous.
564	Վաղը հինգշաբթի է։	Tomorrow is Thursday.
565	Երբևէ կետ տեսե՞լ ես։	Have you ever seen a whale?
567	Ներողություն:	Excuse me.
569	Ձայն մի՛ հանիր։	Don't make a sound.
570	Կարո՞ղ եք սպասել։	Can you wait?
571	Ես մատս կտրել եմ։	I have cut my finger.
573	Ծիծաղելու առիթ չկա։	There's no reason to laugh.
574	Ընթրիքը թանկ էր։	Dinner was expensive.
575	Մենք գտանք նրանց։	We found them.
576	Երկուսը բեր։	Bring two.
577	Ոնց որ ցրտեց։	It seems to have gotten colder.
578	Նախ, ես սա կկարդամ։	First, I'll read this.
579	Դուք պետք է ակտիվ լինեք։	You have to be active.
580	Նա լավագույն վազորդն է։	She's the best runner.
581	Նա որոշեց վերադառնալ։	He decided to go back.
582	Նա գինի ունի։	He has wine.
583	Նա խելացի է։	He is smart.
585	Մենք չենք կարող կանգ առնել:	We can't stop.
586	Դա զարմանալի էր։	It was surprising.
588	Թոմը ընդամենը վկա էր։	Tom was merely a witness.
589	Երանի Թոմին չխփեի։	I wish I hadn't hit Tom.
590	Իմ շները չար են։	My dogs are naughty.
591	Սա սովորական չէ։	This is not usual.
592	Դուք իմ թշնամի՞ն եք։	Are you my enemy?
593	Ինչպե՞ս եք անվանում այս ծաղիկը։	What do you call this flower?
595	Թող ես ձեր դաստիրակը լինեմ։	Let me be your mentor.
596	Մի՛ նայիր ներքև։	Don't look down!
597	Ես որսորդ եմ։	I'm a hunter.
598	Նա հայտնի է Էմի անվան տակ։	She goes by the name of Amy.
599	Նա հիմար է ու տգեղ։	She's stupid and ugly.
602	Սերը մեզ հույս է տալիս։	Love gives us hope.
604	Նրանք երեկոյան կզանգեն։	They'll call tonight.
605	Թոմը շատ բան չասաց, ինչը վատ նշան է:	Tom didn't say much, which is a bad sign.
606	Նա քեզ դուր է գալիս:	He does like you.
607	Փորձեք քնել:	Try to sleep.
610	Նա աղմուկ լսեց:	She heard a noise.
611	Սկիզբում, խավար էր։	In the beginning, there was darkness.
612	Ես հավատարիմ եմ։	I'm loyal.
613	Թոմը հիվանդ է՞ էլի։	Is Tom sick again?
616	Դա սարսափելի է հնչում:	That sounds scary.
617	Ի՞նչ չունեք։	What don't you have?
618	Որտե՞ղ էիք անցյալ շաբաթ:	Where were you last week?
620	Գիրքը սեղանի վրա է։	The book is on the table.
621	Ո՞ր կոճակն եք սեղմել:	Which button did you press?
622	Համոզված եղիր:	Be confident.
623	Թոմը անվախ է։	Tom is fearless.
624	Մենք պետք է փորձենք խաղաղություն ձեռք բերել:	We should try to obtain peace.
625	Չե՞ս ընտրել։	Haven't you chosen?
626	Թույլ տվեք վճարել:	Let me pay.
627	Ես ուզում եմ ապրել։	I want to live.
628	Երբեմն պատահում է։	That happens sometimes.
630	Նա մեկնել է Ամերիկա։	He has gone to America.
631	Նա որոշեց լքել թիմը։	He decided to abandon the team.
632	Սխալները կարող են մահացու հետեւանքներ ունենալ։	Mistakes can have deadly consequences.
634	Դուք կսիրեք Թոմին։	You'd love Tom.
635	Նա քար է նետել շան վրա։	He threw a stone at the dog.
636	Նա նստեց իմ առջև։	She sat in front of me.
637	Ժամը վեցին հասանք կայարան։	We got to the station at six.
638	Ինչո՞ւ ես դժբախտ։	Why are you unhappy?
639	Ջուրը տաք է։	The water is warm.
642	Սա դրա մեծ մասն է:	This is most of it.
643	Հո՞ւր ըս հիշում:	Who do you remember?
644	Նա ունի չորս երեխա։	He has four children.
645	Սա անհեթեթ որոշում է։	This is an absurd decision.
646	Ես ալերգիա ունեմ ծովամթերքի նկատմամբ։	I am allergic to seafood.
649	Մի՛ խաղա հիմարի դեր։	Don't play dumb!
650	Նա որոշեց թողնել ծխելը։	He decided to quit smoking.
651	Սամին դուստր ուներ։	Sami had a daughter.
652	Սա քո հորեղբայր Թոմն է։	This is your uncle Tom.
653	Հերիք է նվնվաս:	Stop whining.
