rank	sentence	english
56	See ei ole hea.	This is not good.
57	Millal küll see lõppeb?	When's this going to stop?
58	Sina või mina?	You or I?
59	See on väga hea.	This is very good.
60	Ma aitan teda.	I'm helping him.
61	Ma ei saa aru.	I don't understand.
62	Kes seal on?	Who's there?
63	Teie või mina?	You or I?
64	Ma lihtsalt vaatan.	I'm just looking.
65	Kell on pool üks.	It's half past twelve.
66	Kes need kirjutas?	Who wrote these?
67	Kus sa olid?	Where were you?
68	Kes oleks julgenud?	Who would have dared?
69	Ma räägin palju.	I talk a lot.
70	Kas sa ei tea?	Don't you know?
71	Tom ei saa seda teha.	Tom can't do that.
72	Kas sa tead seda?	Do you know this?
73	Vajuta siia.	Press here.
74	Kuid mu õlg valutab.	However, my shoulder hurts.
75	Lõbutse hästi.	Have fun.
76	Ma lähen minuti pärast.	I'll go in a minute.
77	Kuidas palun?	Pardon me?
78	Ma tean neid.	I know them.
79	Tule eest ära.	Get out of the way.
80	Ei või olla!	It can't be!
81	Räägime sellest.	Let's talk about this.
82	Meil on auto.	We have a car.
83	Tere õhtust.	Good evening.
84	Tule eest ära.	Get out of the way.
85	Juba on pime.	It is already dark.
86	Oleme orvud.	We're orphans.
88	Kas seal on keegi?	Is anybody there?
89	Ma pole su isa.	I am not your father.
90	Ma kiusan ainult.	I'm just teasing.
91	Tom istus kivi peale.	Tom sat down on a rock.
92	Ma pean õppima.	I have to study.
93	Kui sa tahad.	If you want.
94	Ma tean neid.	I know them.
95	Tahan jäätist.	I want ice cream.
96	Sa suudad ju seda?	You can do this, can't you?
97	Anna talle võtmed.	Give him the keys.
98	See ei lõpe kunagi.	This is never going to end.
99	Tom on vihane, sest ta pidi ootama.	Tom is mad because he had to wait.
100	Just nimelt!	Precisely!
101	Tänan küsimast.	Thanks for asking.
102	Vaata seda koera!	Look at that dog.
103	Ma olen ema.	I'm a mother.
104	Ma olen mees.	I'm a man.
105	Mida sa teed?	What are you doing?
106	Palun tee nii.	Please do so.
107	Tom saab vihaseks.	Tom will be angry.
108	Tal on koer.	He has a dog.
109	Ma pean minema.	I have to go.
110	See asi on elus.	This thing is alive.
111	Mees üle parda!	Man overboard!
112	Nad istusid maha.	They sat down.
113	Tom käis täna läbi.	Tom stopped by today.
114	Me ei vaja teda.	We don't need him.
115	Nad petsid meid.	They deceived us.
116	Enam ei lähe kaua.	It's not going to be long.
117	Ta austab teid.	He respects you.
118	Tom ei olnud hea.	Tom wasn't good.
119	Tõesti? Miks?	Really? Why?
120	Arvan, et vajan juristi.	I think I need a lawyer.
121	Minu maja on siit vaid miili kaugusel.	My house is only a mile from here.
122	Minge kohe ära!	Leave right now!
123	Ta läheb parki.	She goes to the park.
124	Me läheme kõik koos.	We'll all go together.
125	Kus te olete?	Where are you?
126	Sa pead siia tulema.	You need to get over here.
127	Sa ei taha teada.	You don't want to know.
128	Ma teadsin enne sind.	I knew before you knew.
129	Millal Tom tuleb?	When's Tom coming?
130	Ta nõjatus vastu puud.	He leaned against the tree.
131	Me peame seal olema.	We have to be there.
132	Kes see võib olla?	Who can that be?
133	Ma vajan aega.	I need time.
134	Ma ei saa aru.	I don't understand.
135	Täna on reede.	Today is Friday.
136	Jumal tänatud!	Thank God.
137	Ma saan joosta.	I can run.
138	Vii kotid üles.	Take the bags upstairs.
139	Ma tahan minna.	I want to go.
140	Nende pulmad on homme.	Their wedding will be tomorrow.
141	Mul on kaks nõbu.	I have two cousins.
142	Peame ootama.	We must wait.
143	Tom astus sisse.	Tom stepped inside.
144	Mis ma oskan öelda?	What could I say?
145	Sul pole isegi autot.	You don't even have a car.
146	Kus sa olid?	Where were you?
147	Ma jään sinuga.	I'm staying with you.
148	Mine sinna ise.	Go there yourself.
149	Elu on ilus.	Life is beautiful.
150	Pese end ära.	Wash up.
151	Mu kogu keha valutab.	My whole body hurts.
152	Kas see ikka töötab?	Does this still work?
153	Piir on kinni.	The border is closed.
154	Vabandust...	Sorry...
155	vb peaks ära lõpetama	Maybe I should end this.
156	"Kas sulle meeldivad maasikad?" "Muidugi. Ma armastan neid."	"Do you like strawberries?" "Sure. I love them."
157	Mille jaoks?	For what purpose?
158	Ma ei pea vimma.	I don't hold grudges.
159	Auto on valmis.	The car is ready.
160	Sa ei taha teada.	You don't want to know.
161	Kes sulle seda ütles?	Who told you this?
162	Ma ootasin rohkem.	I expected more.
163	Ma olen alati näljane.	I always feel hungry.
164	Kas teile meeldis toit?	Did you like the food?
165	Kas sa saad tulla?	Can you come?
166	Ma tahan saada arstiks.	I want to become a doctor.
167	Ta haaras tal käest ning tõmbas ta paati.	She grabbed him by the hand and pulled him onto the boat.
168	Kus raha on?	Where's the money?
169	Lase mul minna!	Let me go!
170	Buss läheb siit garaaži.	The bus goes from here to the garage.
171	Tom valetas oma hinde kohta.	Tom lied about his grade.
172	Jää praegu siia.	Stay here for now.
173	Liiga kallis!	Too expensive!
174	Ma pean sellega leppima.	I'll have to live with it.
175	Räägi minuga!	Talk to me!
176	On aeg rääkida.	It's time to talk.
177	Sa kukud alla.	You'll fall down.
178	Kus kurat Tom on?	Where the hell is Tom?
179	Võta juurde.	Have some more.
180	Räägi temaga.	Talk to her.
181	Mida sa temast arvad?	What do you think about her?
182	Ma olin seal.	I was there.
183	Mine sinna ise.	Go there yourself.
184	Mul on tore elu.	I have a great life.
185	Tegin akna lahti.	I opened the window.
186	Ma ei osale selles.	I won't be a party to this.
187	On aeg rääkida.	It's time to talk.
188	Oled sa kindel?	Are you certain?
189	Ma soovin näha.	I wish to see.
190	Kuhu sa lähed?	Where are you going?
191	Teil on vett.	You have water.
192	Fadil peab Daniat ilusaks.	Fadil finds Dania beautiful.
193	Vähem on parem.	Less is more.
194	See on juba korda aetud.	It's already been taken care of.
195	Iga hääl on oluline.	Every vote counts.
196	Aitäh eilse eest.	Thank you for yesterday.
197	Kosmoses ei kuule keegi su karjumist.	In space, no one can hear you scream.
198	Mul polnud aega ujuda.	I didn't have time to swim.
199	Head emadepäeva!	Happy Mother's Day!
200	Tema emal oli õigus.	His mother was right.
201	Nad kõndisid edasi.	They kept walking.
202	Tom oli siin kõige parem ujuja.	Tom used to be the best swimmer here.
203	Karu on suur.	The bear is big.
204	Tom valetas meile.	Tom lied to us.
205	Ma pean seda tegema.	I must do that.
206	Ma ütlesin neile ise.	I told them myself.
207	Me teadsime seda ette.	We knew that in advance.
208	Mida ma teen?	What am I doing?
209	Ega sa ei karda?	You're not afraid, are you?
210	Inimesed surevad.	People are dying.
211	Mulle meeldib see.	I like this one.
212	Minu nimi on Sally.	My name is Sally.
213	Ma avasin ühe silma.	I opened one eye.
214	Ema teeb tööd.	Mother is working.
215	Mul on kahju...	Sorry...
216	Koer on surnud.	The dog is dead.
217	Tegelikult ka?	Really?
218	Ma tulen koju.	I'm coming home.
219	Ma ei näinud seda.	I didn't see it.
220	Lähen poodi.	I'm going to the store.
221	Mine ilma minuta!	Go without me.
222	Ta ei teinud seda.	He didn't do it.
223	Ma sain tema sõbraks.	I became his friend.
224	Räägi minuga!	Talk to me!
225	Söö kuni ta on veel kuum.	Eat, while it's still hot.
226	Mida me süüa teeme?	What should we cook?
227	Võta ennast kokku.	Gather yourself up.
228	Nad ei saanud läbi.	They didn't get along.
229	Mary on päris nunnu.	Mary is pretty cute.
230	Tom armastas enda õde.	Tom loved his sister.
231	Kas sa näed seda?	Can you see it?
232	Mul on selle kohta vist teooria.	I think I have a theory about that.
233	Mis praegu toimub?	What's going on right now?
234	Ma mõtlesin sama asja.	I thought the same thing.
235	Näita ennast!	Show yourself!
236	Lauses on viga.	There is a mistake in the sentence.
237	Arvasin, et Tom on süüdi.	I thought Tom was guilty.
238	See ei ole sama asi.	It's not the same thing.
239	Võta oma sõber kaasa.	Bring along your friend.
240	Head uut aastat!	Happy New Year!
241	Koer läks ära.	The dog went away.
242	Järgmine kord olen valmis.	I'll be ready next time.
243	Me saame sinuta hakkama.	We'll do fine without you.
244	Ma olen naine.	I am a woman.
245	Sa võid alustada.	You may begin.
246	Koer tahab välja.	The dog wants out.
247	Mida see tähendab?	What does that mean?
248	Kahvel on väike.	The fork is small.
249	Härra, see on viimane rong.	This is the last train, sir.
251	Kas nad said aru?	Did they understand?
252	Temast sai pianist.	He became a pianist.
253	Mul on kolm õde.	I have three sisters.
254	Las ma maitsen seda.	Let me taste it.
255	Mille jaoks?	For what purpose?
256	Lahku minna poleks turvaline.	It's not safe to split up.
258	Lõpuks lõpetasin töö.	Finally, I finished work.
259	Ma ütlesin neile ise.	I told them myself.
260	Võib-olla andsin ma Tomile vale nõu.	Maybe I gave Tom the wrong advice.
261	See on poiss.	This is a boy.
262	Ta võitis jälle.	He won again.
263	Liiga kallis!	Too expensive!
264	Nad ütlesid jah.	They said yes.
265	Ta on mu sõber.	She is my friend.
266	Ma ei suuda seda uskuda!	I can't believe it!
267	Ma olen puu all.	I'm under the tree.
268	Enam ei lähe kaua.	It's not going to be long.
269	Kui naine pole täiuslik, pole ta minu jaoks õige.	If the woman isn't perfect, she isn't for me.
270	Ma armastan aidata.	I love to help.
271	Terve pere on väljas jalutamas.	The whole family is out for a walk.
272	Ta tundus kena.	He seemed nice.
273	Mina ei usu!	I don't believe!
274	Võta paar päeva vabaks.	Take a few days off.
275	See on kindlasti huvitav.	It'll be interesting for sure.
276	Tom tuli uksest.	Tom came through the door.
277	Ma armastan kana.	I love chicken.
278	Neil on igav.	They are bored.
279	Ma tean kõike.	I know everything.
280	Ehk näeme veel.	Maybe I'll see you around.
281	Ta tegi kooki.	He made a cake.
282	Lõpuks olen ma oma Briti passi kätte saanud.	I have finally received my British passport.
283	Ta ei reageeri üldse.	He's not responding at all.
284	Ma tahan ka tulla.	I want to come, too.
285	Ta pole selline nagu meie.	He's not like us.
286	Tal on mõned sõbrad.	He has few friends.
287	Ta oli sõja ajal sõdur.	He was a soldier during the war.
288	Millest Tom täpselt räägib?	What exactly is Tom referring to?
289	Millest ta räägib?	What's he talking about?
290	Ärge häirige teisi.	Don't disturb the others.
292	Ma saan hakkama.	I can manage.
293	Keda huvitab?	Who cares?
294	Ma tulen koju.	I'm coming home.
295	Tüdruk kirjutab.	The girl is writing.
296	On kuum päev.	It's a hot day.
297	Ma ei meeldi sellele koerale.	I am not liked by this dog.
298	Kust sa tulid?	Where did you come from?
300	See on hoopis teine asi.	That's a very different thing.
301	Jäta endale.	Keep it.
302	Sa võid selle kaasa võtta.	You can take that with you.
303	Kuna sa olid seal?	When were you there?
304	Kui vana ta oli?	How old was he?
305	Sami pole selleks kohustuseks valmis.	Sami is not ready for that responsibility.
306	Kas on okei, kui veedan öö sõbra juures?	Is it okay if I spend the night over at a friend's house?
308	Ma ei tunne sind.	I don't know you.
309	Mul on viis kassi.	I have five cats.
310	Tunnen kergendust.	I feel relieved.
311	Võiks isegi öelda et natuke palju	I could say that it is a bit much actually.
312	Tahtsin lihtsalt tänada.	I just wanted to say thanks.
313	Tom ilmselt magab.	Tom is probably asleep.
314	Kuula hoolega.	Listen well.
315	Ma oleksin pidanud ei ütlema.	I would've said no.
316	Mul on auto.	I have a car.
317	See on raske otsus.	It'll be a difficult decision.
318	Ma vajan teie abi.	I need your help.
319	Ma ei lubaks sel juhtuda.	I wouldn't allow that to happen.
320	Kas sa räägid?	Are you talking?
321	Ema teeb tööd.	Mother is working.
322	Homme näeme!	See you tomorrow.
323	See asi on elus.	This thing is alive.
324	Mulle on üpris selge, et see on tõde.	It's quite clear to me that this is the truth.
325	Sellepärast me Tomi vallandasime.	That's why we fired Tom.
326	Ma näen Tomi.	I see Tom.
327	Me räägime hiljem.	We'll talk later.
328	Ma jõudsin alles eile siia.	I just got here yesterday.
329	Kuidas see aitab?	How does that help?
330	See sõltub sinust.	It is up to you.
331	Milline on sinu oma?	Which one's yours?
332	Tom tahab saada poole kohaga tööd.	Tom wants to get a part-time job.
333	Ma räägin tõtt.	I tell you the truth.
334	Ta varem luges palju.	He used to read a lot.
335	Sinu osa on kakskümmend dollarit.	Your share is twenty dollars.
336	Proovi uuesti.	Try again.
337	Suurepärane!	Terrific!
338	Tom teab seda.	Tom knows that.
339	Ma ei käi eriti tihti väljas.	I don't go out very often.
340	Millal Tom tuleb?	When's Tom coming?
341	Tom tuli Maryle järgi.	Tom came to pick Mary up.
342	Aasta viies kuu on mai.	The fifth month of the year is May.
343	Mis ees ootab?	What lies ahead?
344	Mis on ukse taga?	What's behind the door?
345	Kuidas see üldse võimalik on?	How is this even possible?
346	Kuhu sa lähed?	Where are you going?
347	Koer on tooli peal.	The dog is on the chair.
348	Tom hoidis Mari oma käte vahel.	Tom held Mary in his arms.
349	Jää minuga siia.	Stay here with me.
350	Miks sa tahad meid tappa?	Why do you want to kill us?
351	Ma olen teile neist rääkinud.	I've told you about them.
352	Mul on maja.	I have a house.
353	Jaanuar on aasta esimene kuu.	January is the first month of the year.
354	Nad saabuvad õhtul.	They'll arrive tonight.
355	Hoia minust eemale.	Keep away from me.
356	Hääletage meie poolt!	Vote for us!
357	Ma pean kellegagi rääkima.	I have to speak with someone.
358	Tee endast parim.	Do your best.
359	Kas me sööme täna väljas?	Are we going to eat out tonight?
360	Sinu koht on siin.	Your seat is here.
361	Üks teist valetab.	One of you is lying.
362	Võta paar päeva vabaks.	Take a few days off.
363	Ainus vaba iste oli Tomi kõrval.	The only free seat was next to Tom.
364	Uus õpetaja on klassiruumis.	The new teacher is in the classroom.
366	Ma kardan surma.	I am afraid of dying.
367	Kell on pool üks.	It's half past twelve.
369	Kas see on sinu poeg, Betty?	Is this your son, Betty?
370	Ta rääkis kiiresti.	She spoke rapidly.
371	Mis sellel viga on?	What's so wrong with that?
372	Tom on täiesti hull.	Tom is completely nuts.
373	Elu on ilus.	Life is beautiful.
374	On see tõsi?	Is that true?
375	Koer käib ümber laua.	The dog is walking around the table.
376	Kes valitseb maailma?	Who rules the world?
377	Loodan, et ta eksib.	I hope he's wrong.
378	Tom oskab inimesi aidata.	Tom knows how to help people.
379	Tänapäeval on raske tööd leida.	It's hard to find a job these days.
380	Ma oleksin pidanud ei ütlema.	I would've said no.
381	Meil on piisavalt süüa.	We'll have plenty of food.
382	Kell on pool üks.	It's half past twelve.
383	Jumalad on olemas.	Gods exist.
384	Kas me võime siin ujuda?	May we swim here?
385	Kus lapsed on?	Where are the children?
386	Kelle sõber ta on?	Whose friend is he?
387	Tom jääb siia.	Tom is going to stay here.
388	Tom on peaaegu valmis.	Tom is almost ready.
389	Ma ei tahtnud midagi.	I didn't want anything.
390	Kas sa saad ukse kinni panna?	Can you close the door?
392	Istun üksi kodus.	I sit at home alone.
393	Ma võin oma päevikusse kirjutada mida iganes ma tahan.	I can write what I want in my diary.
395	Sakslased ei tohi neid aidata.	Germans mustn't help them.
396	Peate sisse minema ja sooja saama.	You need to go inside and get warm.
397	Temast sai pianist.	He became a pianist.
398	Tom tuli veidi lähemale.	Tom moved a little closer.
399	Ta suri eile.	He died yesterday.
401	Wilsonil oli selgelt parim võimalus võita.	Wilson clearly had the best chance to win.
402	Lõpuks ometi!	Finally!
403	Ma soovin, et sa oleksid minuga.	I wish you were with me.
405	See on tehtud Kasahstanis.	This is made in Kazakhstan.
406	Võibolla Tom tuleb täna.	Maybe Tom will come today.
408	Pane laps magama.	Put the baby to sleep.
410	Ta leidis ta just sealt, kuhu oli ta jätnud.	She found him right where she'd left him.
411	Härra, see on viimane rong.	This is the last train, sir.
412	Vabandage...	Sorry...
413	Kui vana su vend on?	How old is your brother?
414	Turvalisem on siia jääda.	It's safer to stay here.
415	Ära minu pärast muretse!	Don't worry about me.
416	Mis on probleem?	What's the problem?
417	Sina oled inimene.	You are human.
418	Ta pole sees.	He is not in.
419	Ma ajan habet igal hommikul.	I shave every morning.
420	Paistab, et hakkab sadama, kas pole?	It looks like it's going to rain, right?
421	Meil kõigil oli sama mõte.	We all had the same idea.
422	Ta süda on õnne täis.	His heart is full of happiness.
423	Kas sa nägid midagi muud?	Did you see anything else?
424	Ma usun, et sul on õigus.	I think you're right.
425	Tom näitas meile linnas ringi.	Tom showed us around the city.
426	Kas sa tunned seda daami?	Do you know this lady?
427	Ma olen kodus.	I'm at home.
428	Ma annan selle sulle.	I'll give it to you.
429	Yoko on võrkpallimeeskonna kapten.	Yoko is the captain of the volleyball team.
430	Kust sa tulid?	Where did you come from?
431	Õpilased ei kuulanud oma õpetaja sõna.	The students disobeyed their teacher.
432	Päike loojub varsti.	The sun will soon set.
433	Me läheme turule.	We're going to the market.
434	Suur tänu söögi eest!	Many thanks for the meal!
436	Miks see telefon heliseb vaid siis, kui mul on kiire? Ma ei saa niimoodi oma tööd tehtud.	Why does the phone have to ring all the time only when I'm busy? I can't get any work done because of it.
437	Ühine meiega.	Join us.
438	Ziri võitles teise poisiga.	Ziri fought another boy.
439	Isa tuli koju umbes kümme minutit tagasi.	Father came home about ten minutes ago.
440	Kas sa tuled?	Do you come?
441	Järgmine kord olen valmis.	I'll be ready next time.
442	Ära maini mu nime.	Don't mention my name.
443	See on halb.	This is bad.
444	Pisut vara on tähistada.	It's a little early to celebrate.
445	Ma lähen otse koju.	I'm going straight home.
446	Kas ma saan valvurist mööda?	Can I get by the guard?
447	Lubage mul teiega koos reisida.	Let me travel with you.
448	See on üsna ootamatu.	That is rather unexpected.
452	See on väga tähtis sõnum.	It's a very important message.
454	Oled sa hull?	Are you crazy?
455	Tal on armas hääl.	He has a sweet voice.
456	Isa sõidab tööle.	Father drives to work.
458	Ma olen teile neist rääkinud.	I've told you about them.
459	Kell on pool neli.	It's half past three.
461	Sellel päeval sadas vihma.	It was raining that day.
462	Politsei ei lasknud Tomil Maryga rääkida.	The police didn't let Tom talk to Mary.
463	Istu laua otsa.	Sit at the end of the table.
465	Tegin seda ilma kellegi abita.	I did that without anyone's help.
467	Ta ehitas uue maja.	He built a new house.
468	Tomile ei meeldi peeglisse vaadata.	Tom doesn't like looking in the mirror.
469	Millest ta räägib?	What's he talking about?
470	Mis ma ütlema peaksin?	What should I say?
471	Miks sa tundi hilinesid?	Why are you late to class?
472	Ta rääkis kiiresti.	She spoke rapidly.
473	Mäe otsast näeb merele.	From the top of the hill you can see the sea.
474	See hoone rajatakse linna.	This building will be built in the city.
475	Kõik saavad vigu teha.	Anyone can make mistakes.
476	Ta on õnnelik.	He is happy.
477	Kas te saate tulla?	Can you come?
478	Olen igal õhtul kodus.	I am at home every evening.
479	Ta olevat rikas.	He is said to be rich.
480	Palun aita mind.	Please help me.
481	Ära tee kahte asja ühel ajal.	Don't do two things at a time.
482	Õde on haige.	The nurse is ill.
483	Nad on meist kiiremad.	They are faster than us.
484	Tom oli populaarne kutt.	Tom was a popular guy.
485	Maa on lame.	The earth is flat.
486	Miks sa ei tulnud?	Why didn't you come?
487	See on nii lihtne.	It's so easy.
488	Mul on hetkel kiire.	I'm busy at the moment.
489	Tom ei ole selles kuigi hea.	Tom's not very good at it.
492	Tutvusime kahe aasta eest.	We met two years ago.
493	Mul on vaja ainult ühte kassi.	I need only one cat.
495	Laual on süüa.	There's food on the table.
496	Mida te teete?	What are you doing?
497	Räägime Tomiga.	Let's talk to Tom.
498	Mida Tom ja Mary täna teevad?	What are Tom and Mary doing today?
499	Kas ma saaksin veel piima?	Can I have some more milk?
500	Tom võtab klaveritunde.	Tom takes piano lessons.
501	Ta andis talle raamatu.	He gave her a book.
502	See on vale.	This is wrong.
503	Ta tahtis sinuga rääkida.	He wanted to talk to you.
504	Ma ühinen nendega.	I'm going to go join them.
505	Ta võttis sule üles.	He picked up the feather.
506	Ettenägematute asjaolude tõttu on kõik tulevased tunnid sellel semestril interneti teel.	Due to unforeseen circumstances, all classes will be held online this semester.
509	Head ööd kõigile!	Good night, everyone!
510	Millega nad on tegelenud?	What have they been doing?
511	Näita mulle oma käsi.	Show me your hands.
512	Me võime seda veel siiski teha.	We can still do that.
513	Tere hommikust!	Good morning!
514	Ma ei teeks seda Tomile iialgi.	I'd never do that for Tom.
515	Sellise ilmaga kontoris istumine on tõeline karistus.	Being at the office in such weather is a real torture.
516	See on raske küsimus.	It's a difficult question.
517	Minu meelest pole see naljakas.	I don't think it's funny.
518	Küsi mult ükskõik mida!	Ask me anything!
519	Ta valis hea naise.	He chose a good wife.
520	Kus sa tahad elada?	Where do you want to live?
521	Loomulikult!	Definitely!
522	Me olime sõbrad.	We were friends.
523	Jalgpallimängija tegi suure vea.	The football player has made a huge mistake.
526	See ei ole seda väärt!	It isn't worth it!
528	Rääkisin Tomiga.	I talked to Tom.
529	Ma aitan sind mõne hetke pärast.	I'll help you in a minute.
530	Ma vannun jumala nimel.	I swear to God.
531	Ma lähen Tomi vaatama.	I'm going to see Tom.
533	Võite lõpetada.	You can stop.
534	Ma kardan ka.	I'm scared too.
535	Me lõpetame töö kell kuus.	We will finish work at six o'clock.
536	Kas ahvid võivad valetada?	Can monkeys lie?
539	Tere tulemast!	Welcome.
540	Tom istus, et oodata.	Tom sat down to wait.
541	Ta hakkas kaalus juurde võtma.	She began to gain weight.
542	Head uut aastat!	Happy New Year!
544	Viska oma relv maha.	Toss your gun on the ground.
545	Ta jäi tõesti haigeks.	He really got sick.
547	Luba ma räägin sulle kõigest, mida ma tean.	Let me tell you everything I know.
548	Kas see on sinu pere?	Is this your family?
549	Mul on sinised silmad.	I have blue eyes.
550	Miks ma peaksin vabandust paluma, kui see polnud minu süü?	Why should I say sorry when it wasn't my fault?
551	See on minu tütar.	This is my daughter.
552	Ma räägin sulle homme ühe loo. Ma luban.	I'll tell you a story tomorrow. I promise.
553	Uks on avatud.	The door is open.
554	Veenusel pole kuud.	Venus doesn't have a moon.
555	Tal on ilus nägu.	She has a nice face.
557	Tom suri eelmisel aastal.	Tom died last year.
558	Kas sulle meeldib see plaan?	Do you like the plan?
560	On mitu tegurit.	There are many factors.
561	Nad peavad millessegi uskuma.	They must believe in something.
562	Tom annab meile, mida me vajame.	Tom gives us what we need.
563	Mu tuba on number neliteist kolmandal korrusel.	My room is number fourteen on the third floor.
564	Ära sellest kellelegi räägi.	Don't tell anyone about this.
565	Mida sa veel tahtsid?	What else did you want?
567	Ma pean tulema.	I have to come.
569	Meil on lõbus.	We're having a good time.
571	Ta elab ranna lähedal.	He lives near the beach.
572	Kuu pole veel tõusnud.	The moon hasn't risen yet.
573	Mul pole inimeste vastu midagi.	I have nothing against humans.
574	Mul on kaks silma.	I have two eyes.
575	Oli pime, ilma kuuta öö.	It was a dark night, with no moon.
576	Mul on süda paha.	I feel sick.
577	Tom ei suutnud mu küsimustele vastata.	Tom couldn't answer my questions.
578	Pane kingad jalga.	Put on your shoes.
579	Tom tahab sind näha nii ruttu kui võimalik.	Tom wants to see you as soon as possible.
580	Tema abikaasa on rase.	His wife is pregnant.
581	Kas ma saaksin su tähelepanu?	May I have your attention?
582	Kas sa saaksid mind sinna viia?	Could you take me there?
583	Ma sain hakkama täiesti uskumatu veaga.	I have made a tremendous mistake.
584	Tom elab Roomas	Tom lives in Rome.
585	Ma lähen minuti pärast.	I'll go in a minute.
586	Tom saabus liiga hilja.	Tom arrived too late.
587	Me jäime magama.	We fell asleep.
588	Me peaksime Tomile appi minema.	We'd better go help Tom.
589	Tee endast parim.	Do your best.
590	Tõuse püsti, Tom.	Stand up, Tom.
592	Ma olen Tomi onu.	I'm Tom's uncle.
593	Nad ei leia seda.	They won't find it.
594	Mul on see kontrolli all.	I've got it under control.
595	Homme on sul vaba päev.	Tomorrow's your day off.
596	Ma pean nüüd minema. Nägemist!	I should go now. Bye!
597	Kas saaksite mulle tuua mõned näited?	Could you give me some examples?
598	Nagu Charles oleks minu tüüp?	Like Charles would be my type?
599	Tule kolme päeva pärast tagasi.	Come back in three days.
600	Tom tundub väga meeldiv.	Tom seems very pleasant.
601	Tere, maailm!	Hello, world!
602	Kas keegi nägi sind?	Anybody see you?
603	Lasen sul arvata.	I'll let you guess.
604	Käin ujumas korra nädalas.	I swim once a week.
605	Ma elan vanas majas.	I live in an old house.
607	Vähem on parem.	Less is more.
608	See on pikk jutt.	It's a long story.
609	See läks minu arvates hästi.	I thought that went well.
610	Tavaliselt teen seda koos Tomiga.	I usually do that with Tom.
611	Mis mulle filmist kõige rohkem meelde jäi, oli viimane stseen.	What I remember most about that movie is the last scene.
612	Ei, see on mu poja DVD.	No, this is my son's DVD.
614	See pani mu nutma.	That made me cry.
615	Ma tahan banaane osta.	I want to buy bananas.
616	Mul on väga hea meel sind näha.	I'm very glad to see you.
617	See on huvitav.	This is interesting.
618	Õde on haige.	The nurse is ill.
619	Minul ei ole seda.	I don't have it.
622	Mul on hetkel kiire.	I'm busy at the moment.
623	Tom arvab, et ta on teistest parem.	Tom thinks that he's better than anybody else.
625	Jah, see on minu kodu.	Yes this is my home.
627	Tom ei käi heas koolis.	Tom doesn't go to a good school.
628	Ta lõi naist.	He hit a woman.
630	Mul on praegu tegemist.	I'm kind of tied up right now.
631	See on imelik lause.	This is a weird sentence.
632	Elagu kuningas!	Long live the king!
633	Ma olen noor.	I'm young.
635	Kuul ei ole õhku.	There is no air on the moon.
636	Tom on ohtlik, onju?	Tom's dangerous, isn't he?
637	Mu kogu keha valutab.	My whole body hurts.
638	Pane oma suu kinni.	Close your mouth.
639	Kas sa oled loll?	Are you stupid?
643	Mul oli hea idee.	I had a good idea.
644	Poisid on mõnikord veidrad.	Boys are strange sometimes.
645	Järsku hakkas Tom nutma.	Suddenly Tom began to cry.
648	Tee kiiremini.	Hurry up.
649	Sul on vett.	You have water.
651	Tom üritas mind kaitsta.	Tom tried to protect me.
652	Mu peres on neli inimest.	My family has four members.
653	Tegin kohvi.	I made coffee.
654	Mary ütles, et talle meeldis pidu.	Mary said that she enjoyed the party.
657	Kas sa talle juba rääkisid?	Have you told him already?
658	Ta oli oma ajast ees.	He was ahead of his time.
