rank	sentence	english
104	È così sexy!	She's so hot!
105	Sono a casa.	I am at home.
106	Ne vuoi uno?	Want one?
107	Dove lavora?	Where do you work?
108	Mi tirai su.	I heaved myself up.
109	È suo, vero?	It is hers, is it not?
110	Vuoi andare?	You want to go?
111	Noi capiamo.	We understand.
112	Ha due auto.	He's got two cars.
113	Quindi cosa?	Then what?
114	Non mi dire!	You don't say!
116	So delle cose.	I know things.
117	Cos'è quella?	What's that?
118	Fuma sempre.	She is always smoking.
119	Serve altro?	Need anything else?
120	Sto andando.	I'm going.
121	Vuoi andare?	You want to go?
122	Vivo ad Oslo.	I live in Oslo.
123	Guarda loro.	Watch them.
124	Devo andare.	I've got to go.
125	Amo quel film.	I love that movie.
126	Forse verrà.	Perhaps he will come.
127	Li ho tutti.	I've got them all.
128	Non proprio.	Not really.
129	Certo, puoi.	Of course, you may.
130	Dagli tempo.	Give him time.
131	Nella nebbia!	Into the fog!
132	Poi ti dirò.	Then I will tell you.
133	Tom vi odia.	Tom hates you.
134	Credo in te.	I believe in you.
135	Amo la vita.	I love life.
136	Ripara cose.	He fixes things.
137	È sul treno.	He's on the train.
138	Quanto vale?	What's it worth?
139	Puoi andare.	You may go.
140	Fuori piove.	It's raining outside.
141	Ha tre anni.	He's three.
142	È ciò per cui vivo.	That's what I live for.
143	Sì, andiamo.	Okay, let's go.
144	Fa parte dell'1%.	He's part of the 1%.
145	Quando parte?	When does it start?
146	Ho un visto.	I have a visa.
147	C'è qualcuno?	Is anybody there?
148	All' inizio, sembrava facile.	At first, it seemed easy.
149	Buon lavoro!	Good job!
150	Dopo di voi.	After you.
151	Ciao, amico!	Hi, friend!
152	Oh, mio Dio!	Oh, my God!
153	Volta a destra.	Turn right.
154	Dopo di voi.	After you.
155	Vota adesso!	Vote now!
156	Dov'è stata?	Where have you been?
157	Sei un uomo.	You're a man.
158	È mio padre.	He is my father.
159	Devi andare.	You have to go.
160	Ne ha bisogno.	He needs it.
161	È suo amico.	He is his friend.
162	Ed è il pericolo.	And that's the danger.
163	Che bel posto!	What a beautiful place!
164	Nessuno rise.	No one laughed.
165	Andiamo via.	Let's go away.
167	Come lo fai?	How do you make that?
168	Sì, signore!	Yes, Sir!
169	Farò meglio.	I'll do better.
170	Cosa cazzo è?	What the fuck is that?
171	Dai lezioni?	Do you give lessons?
172	Giù dal letto!	Rise and shine.
173	Vuole farla?	Do you want to do it?
174	Sembra neve.	It looks like snow.
175	Che giorno è?	What day is it?
176	Ad ogni costo!	At any cost!
177	In che modo?	In what way?
178	Senza offesa.	No offense was meant.
179	Fammi vedere.	Let me see.
180	Dobbiamo agire.	We must act.
181	È il signor Jones.	He is Mr Jones.
182	Qualche casa.	Some house.
183	Mi dispiace.	I'm sorry.
184	Penso di sì.	I think yes.
185	Ecco, Maria.	Here you are, Mary!
186	Non parlare!	Don't talk!
187	Sono tra noi!	They are among us!
188	Ciao, mamma!	Hello, Mum!
189	È già notte.	It's already nighttime.
190	Sarebbe Tom?	Would that be Tom?
191	Dalla a Tom.	Give it to Tom.
192	Beve troppo.	He drinks too much.
193	Chiesi chi fosse.	I asked who he was.
194	Noi possiamo!	We can!
195	Chi ce l'ha?	Who has it?
196	Non è nuovo.	It isn't new.
197	Sì, fa male.	Yes, it hurts.
198	È tua madre?	Is she your mother?
199	Avete torto.	You are wrong.
200	Tanto meglio.	That's even better.
201	Per favore...	Please...
202	Ebbe successo.	He succeeded.
203	Ci vai o no?	Are you going or not?
204	È sulla lista?	Are you on the list?
205	Non è giusto.	That's not fair.
206	Sa qualcosa?	You know something?
207	Sarete miei.	You'll be mine.
208	Chi aspetta?	Whom do you expect?
209	Lo devo avere.	I have to have that.
210	Ha altra acqua?	Do you have more water?
211	Posso farlo.	I can do it.
212	Vieni alle due.	Come at two o'clock.
213	Lo sta facendo.	He's doing that.
214	Abbia pietà!	Have mercy!
215	Ora è il momento.	The time is now.
216	Ero ansioso.	I was anxious.
217	Aveva senso.	It made sense.
218	Sono ragazzi.	They're boys.
219	Deve amarti.	He must love you.
220	Siamo persone.	We are people.
221	Non è nostro.	It is not ours.
222	È il mio tipo.	She's my type.
223	Prego, Maria.	Here you are, Mary!
224	Sono grande.	I'm big.
225	Può nuotare.	You may swim.
226	Senti un po'!	Listen here!
227	Appena sposati.	Just married.
228	Potrebbe farlo.	He might do it.
229	Hai i soldi?	Do you have the money?
230	Che ne dice?	What do you say?
231	Vuoi sapere?	Want to know?
232	Ho tre cani.	I have three dogs.
233	Oggi nevica.	It's snowing today.
234	Prendi questi.	Take these.
235	Ma ti piace!	But you like it!
236	Cambiò idea.	He changed his mind.
237	Siete belli.	You are beautiful.
238	Occhio ai piedi.	Watch your feet.
239	Avevo sonno.	I was sleepy.
240	È tuo figlio.	He's your son.
241	Abbiamo un accordo?	Do we have a deal?
242	Odio la gente.	I hate people.
243	Sono sicuro.	I am sure.
244	Vieni fuori.	Come outside.
245	Degli indizi?	Any clues?
246	Guarda loro.	Watch them.
247	Sarò dentro.	I'll be inside.
248	Ben trovato.	Well met.
249	Prendi queste.	Take these.
250	Caso chiuso.	Case closed.
251	Tom ha forza.	Tom has stamina.
253	Le ho tutte.	I've got them all.
254	Pensi a Dio.	Think about God.
255	È la signora.	It's the lady.
256	Cosa faccio?	What do I do?
257	Il tuo nome?	Your name?
258	Ne ho avuto uno.	I had one.
259	Che problema!	What a hassle!
260	Ho altri hobby.	I have other hobbies.
261	Non aver paura.	Don't be afraid.
262	Addio, mondo.	Goodbye, world.
263	È tutta mia.	It's all mine.
264	Ha preso Tom.	He caught Tom.
265	Non è nulla.	It's nothing.
266	Non era nostra.	It wasn't ours.
267	È una donna.	You're a woman.
268	Ci può stare.	That makes sense.
269	Vai e basta!	Just go!
270	Tutti insieme!	All together!
271	Faccia esempi.	Give examples.
272	È una ragazza.	She's a girl.
273	Torno subito.	I will be back soon.
274	Ho una famiglia.	I have a family.
275	Che ragazzo!	What a boy!
276	Volevo tutto.	I wanted everything.
277	Okay, andiamo.	Okay, let's go.
278	Hai sentito?	Did you hear?
279	Ah, davvero?	Ah, really?
280	È lo stesso.	It's the same one.
281	Hai ragione.	You're right.
282	Chi ci sarà?	Who's gonna be there?
283	Nei tuoi sogni!	In your dreams!
284	L'ha capito?	Did you understand him?
285	Buona notte!	Good night!
286	Quante volte?	How many times?
287	Usa la testa!	Use your head!
288	Serve altro?	Need anything else?
289	È un tesoro.	It's a treasure.
290	Vedete sotto.	See below.
291	Portò i suoi.	He brought his.
292	Ci vado ora.	I'm going there now.
293	Me l'ha dato.	He gave it to me.
294	Stiamo bene.	We're fine.
295	Lei è bella.	You are beautiful.
296	Scusa? Come?	Sorry? Pardon?
297	Erano fuori.	They were outside.
298	Pensavo venisse.	I thought he was coming.
299	Avrei pagato.	I would've paid.
300	Lo vuoi prendere?	Do you want to take that?
301	Buona notte!	Good night!
302	Porta aiuto.	Bring help.
303	Lei è bello.	You are beautiful.
304	È mia moglie.	She's my wife.
305	Vorrei pagare.	I'd like to pay.
306	Tom è storia.	Tom is history.
307	Che succede?	What's happening?
308	Tom è morto.	Tom has passed away.
309	Ti sto cercando.	I'm looking for you.
310	Che ne dici?	What do you say?
311	È una persona.	You're a person.
312	Sono pronto.	I am ready.
313	Mangi meno pane.	Eat less bread.
314	Sono dovuto andare.	I had to go.
315	Vada avanti!	Go on!
316	Non capisco.	I do not understand.
317	Ero secondo.	I was second.
318	Vuoi venire?	Do you want to come along?
319	Sono la polizia.	They're the police.
320	Perché è lì.	Because it is there.
321	Tom avrebbe capito.	Tom would've understood.
322	Stanno bene.	They're fine.
323	Parlo mentre mangio.	I talk while eating.
324	Vai a letto.	Get to bed.
325	Fino a quando?	Til when?
326	Cosa le dico?	What do I tell her?
327	Siamo amici.	We're friends.
328	Tom non è fine.	Tom isn't sophisticated.
329	Porta aiuto.	Bring help.
330	Io ho paura.	I am afraid.
331	È mio fratello.	He is my brother.
332	Stavo ridendo.	I was laughing.
333	Sono uomini.	They're men.
335	Vado domani.	I'm going tomorrow.
336	Facciamo yoga.	We do yoga.
337	È abbastanza.	That's enough.
338	C'è il capo?	Is the boss there?
339	Ciao, amore.	Hello, Honey.
340	Sono nei guai?	Am I in trouble?
341	L'ha ucciso.	He killed him.
342	State zitti!	Shut up!
343	Ha un piano?	Do you have a plan?
344	È in macchina.	He's in the car.
345	Li devo trovare.	I need to find them.
346	Comunque chi è?	Who are you, anyway?
347	Noi vediamo.	We see.
348	Era tre giorni fa.	It was three days ago.
349	Non voto nemmeno.	I don't even vote.
350	È alla mano.	He's easygoing.
351	Sono in sciopero dall'8 al 12 dicembre.	I'm striking from the 8th to the 12th of December.
352	Torna presto.	Come back soon.
353	Siamo stati lì.	We've been there.
354	La merda puzza.	Shit stinks.
355	Ama far festa.	He loves to party.
356	È un bambino.	You're a child.
357	Sono andato.	I have gone.
358	Vedo doppio.	I see double.
359	Non tornare.	Don't come back.
360	Odio quelle.	I hate those.
361	Tom è primo.	Tom is first.
362	Sono vostro.	I'm yours.
363	Non voto neanche.	I don't even vote.
364	È lunedì sera.	It's Monday night.
365	Sarò in giro.	I'll be around.
366	Siete morte.	You died.
367	E' in città.	He's in town.
368	Io vivo qua.	I live here.
369	Ci ho pensato.	I've been thinking about it.
370	Buon per te.	I'm glad to hear that.
371	In che anno?	In what year?
372	Eravate mie.	You were mine.
373	Che diavolo!	What the hell!
374	È quasi qui?	Are you almost here?
375	Per piacere.	Please.
376	Bel vestito.	Nice suit.
377	Dovrei farlo?	Should I do it?
378	Nessun corpo.	No body.
379	Votarono contro.	They voted against it.
380	È la stessa.	It's the same one.
381	Sono felice!	I am happy.
382	È colpa mia.	It's my fault.
383	Non è il punto.	That's not the point.
384	Dov'è andata?	Where has she gone?
385	Dovrebbe votare.	You should vote.
386	Non lo vedi?	Don't you see him?
387	Quale vuole?	Which do you want?
388	Gli ho chiesto.	I have asked him.
389	Prova questo invece.	Try this instead.
391	È il migliore!	You are number one!
392	Non è dei nostri.	He's not one of us.
393	L'ha finito?	Have you finished it?
394	È mia figlia.	She's my daughter.
395	Dovresti farlo.	You've got to do this.
396	Il Papa morì.	The Pope died.
397	Almeno è carina?	Is she at least pretty?
398	Sento ridere.	I hear laughing.
399	Ah, quei russi!	Ah, those Russians!
400	Su col morale!	Cheer up!
401	Che ore sono?	What time is it?
402	Non è passato.	He didn't pass.
403	Magari più tardi.	Maybe later.
404	Dammi due minuti!	Give me two minutes.
405	Ama la Terra.	Love the earth.
406	Alla vostra!	Cheers!
407	Fate strada.	Lead the way.
408	Sei da sola?	Are you alone?
409	Credi a Tom?	Do you believe Tom?
410	È importante.	You are important.
411	Portò le sue.	He brought his.
412	Siamo salve!	We're saved!
413	Buon fine settimana.	Have a nice weekend.
414	Hanno perso.	They lost.
415	Devo uscire.	I've got to go out.
416	Hai parlato?	Did you speak?
417	È il suo papà.	He's her dad.
418	Non stasera.	Not tonight.
419	Scusi? Come?	Sorry? Pardon?
420	Ho 300 dollari.	I have $300.
421	Ho due occhi.	I have two eyes.
422	Giù le mani!	Get your hands off!
423	Arrivò ultima.	She came last.
424	È possibile.	That's possible.
425	Va a scuola.	She goes to school.
426	Che significa?	What does it mean?
427	Cosa sapevo?	What did I know?
428	Vivo nelle Figi.	I live in Fiji.
429	Potrei farlo.	I could do that.
430	Stava meglio.	He was better.
431	Sono bambini.	They're kids.
432	Eri giovane.	You were young.
433	Non importa.	It's not important.
434	Stai indietro.	Stay back.
435	Io non riesco.	I can't.
436	Non è sangue.	It's not blood.
437	Chiama Ziri.	Call Ziri.
438	Dove l'ha messo?	Where did he put it?
439	Era piccolo.	It was small.
440	Ecco la traduzione.	Here is the translation:
441	A più tardi!	See you later!
442	Ho un cuore.	I have a heart.
443	Ha un marito?	Do you have a husband?
444	Viene tardi.	She's coming late.
445	È venuto lì.	He came there.
446	Era lì ieri.	It was there yesterday.
447	Spero di no.	I hope not.
448	Non ricordi?	Don't you remember?
449	Odio quelli.	I hate those.
450	Dovremmo farlo?	Should we do that?
451	L'ha lasciato.	He left it.
452	Ascolta Tom.	Listen to Tom.
453	È difficile.	This is difficult.
454	Guarda quell' uccellino che vola.	Look at that flying bird.
455	Ha tre auto.	You have three cars.
456	Ha chiamato?	You called?
457	Ciò è folle.	This is foolish.
458	Altre domande?	Anymore questions?
459	Sto parlando.	I'm speaking.
460	Non pensare.	Don't think.
461	È fantastico.	You are fantastic.
462	Com'è fatta?	What's it like?
463	Dammi il numero.	Give me the number.
464	Oh! Veramente?	Oh! Really?
465	Non lo fanno.	They don't do it.
467	Non è serio.	He's not serious.
468	Possa tu morire!	May you die!
469	Pensavo fossi tu.	I thought that was you.
470	Non entrare.	Keep out.
472	Un qualsiasi indizio?	Any clues?
473	Pensa a Dio.	Think about God.
474	Stavi dicendo?	You were saying...?
475	Hanno acqua.	They have water.
476	Cos'ha portato?	What did you bring?
477	Pulì la stanza.	She cleaned the room.
478	È nei problemi.	He is in trouble.
479	Lui è forte.	He's strong.
480	Nessuna idea.	No idea.
481	Lascia tutto.	Leave everything.
482	Amo i gatti.	I love cats.
483	È roba buona.	That's good stuff.
484	È un agente.	He's an officer.
485	Stammi dietro.	Stay behind me.
486	Nessun corpo.	No body.
487	Come ti pare.	Whatever floats your boat.
488	Fatti sentire.	Don't be a stranger.
489	Ha una foto.	She has a picture.
490	Ha un telefono?	Do you have a phone?
491	Cosa voleva?	What did he want?
492	Ha poco pane.	She has a little bread.
493	Cosa prendi?	What are you going to have?
494	Era piccola.	It was small.
495	Stai vicino.	Stay close.
497	Ne ho un sacco.	I have plenty of them.
498	Stia dentro.	Stay inside.
499	Fammi capire.	Make me understand.
500	Avrei potuto farlo.	I could've done that.
501	Cinque alto!	High five!
502	Lei è strano.	You're weird.
503	Sono tue, Tom.	They're yours, Tom.
504	Sto andando.	I'm going.
505	Odia le donne.	She hates women.
506	Lo sappiamo.	We know.
507	Tom è bravo.	Tom is good.
508	Ciao, ragazze.	Hello, girls.
509	È una festa.	That's a party.
510	Aveva senso.	It made sense.
511	Fece cose del genere?	Did he do such things?
512	Ne ha quattro.	She has four of them.
513	Ce lo può dare?	Can you give that to us?
514	Un attimo ...	One moment...
515	E tua sorella!	And your sister!
516	Odiami pure!	Hate me!
517	Probabilmente.	Probably.
518	Adora i film.	He adores the movies.
519	Parla arabo?	Do you speak Arabic?
520	È in ufficio.	He is at the office.
521	Verso il sud.	To the south.
522	Era mesi fa.	That was months ago.
523	Devi farti curare.	You need to get treatment.
524	Sono figlia unica.	I'm an only child.
525	Deve morire.	She must die.
526	Salve, signorina!	Hello Miss!
527	Sei vecchio.	You're old.
528	Che domanda!	What a question!
529	È ben detto.	That is well said.
530	È una guerra.	It's a war.
531	È un dottore?	Is he a doctor?
532	Conosco Tom.	I know Tom.
533	Qual è Sami?	Which one is Sami?
534	Vuoi vivere?	Do you want to live?
535	L'hai vista?	Have you seen it?
536	Prova ancora.	Try again.
537	Non è nuova.	It isn't new.
538	Ora ricordo.	Now I remember.
539	È divertente.	You're funny.
540	Pensavo avessi fame.	I thought you were hungry.
541	Sono sicura.	I am sure.
542	Ho un paio di pere.	I have a pair of pears.
543	Conto su Tom.	I count on Tom.
544	Odio perdere.	I hate losing.
545	Dimmi tutto.	Tell me everything.
546	Non farmi ridere!	Don't make me laugh!
547	Avete figli?	Do you have children?
548	Levati di mezzo.	Shove over.
549	Può lavorare.	You can work.
550	Tom è unico.	Tom is irreplaceable.
551	Esattamente!	Exactly!
552	Che squadra!	What a team!
553	Oh sì, esatto.	Oh yes, that's right.
554	Possono morire?	Can they die?
555	Fate esempi.	Give examples.
556	Sono un faro per tutti.	I'm a beacon for everyone.
557	Cosa sapete?	What do you know?
558	Il Dottor Bell curò il paziente.	Dr. Bell treated the patient.
559	È la parola.	That's the word.
560	Vai a piedi?	Are you going on foot?
561	Salici sopra.	Get on it.
562	Dammi un motivo.	Give me a reason.
563	Avevi letto.	You had read.
564	Amo il cavolo!	I love cabbage!
565	Tom sarà capitano.	Tom will be captain.
566	L'ha finita?	Have you finished it?
567	Cosa volete?	What do you want?
568	Non so chi siano.	I don't know who they are.
569	Potresti morire.	You could die.
570	Che gioco è?	What game is it?
571	Fu perfetto.	He was perfect.
573	Mente molto.	He lies a lot.
574	Non mangiare.	Do not eat.
575	Ha del resto?	Do you have any change?
576	Voglio credere.	I want to believe.
577	Che fortuna!	How lucky!
578	Tratta mobilio.	He deals in furniture.
579	Mi chiamo Shu.	My name is Shu.
580	Lei è morta.	She is dead.
581	Perché è là.	Because it is there.
582	Amo entrambi.	I love both of them.
583	Ne avresti bisogno.	You may need this.
584	Lasci passare.	Move over.
585	Cena con me.	Have dinner with me.
586	È fan di Sex and the City.	She's a fan of Sex and the City.
587	Sarei onorato.	I'd be honored.
588	Ha il controllo.	He's in control.
589	Sono gli affari.	It's business.
590	Oh, mi spiace.	Oh, I'm sorry.
591	Tom è ultimo.	Tom is last.
592	Sarà facile.	It'll be easy.
593	Lo farò ora.	I'll do it now.
594	Buongiorno, Tom.	Good morning, Tom.
595	Guarda davanti.	Look ahead.
596	Odio quel tizio.	I hate that guy.
597	Dammi tempo.	Give me time.
598	Ho sicurezza.	I have confidence.
599	Dalle questo.	Give this to her.
600	Quanti giri?	How many laps?
601	Dica 'ahhh'.	Say 'ahhh'.
602	Sembra un matrimonio.	It looks like a wedding.
603	Mi vogliono.	They want me.
604	Ho molti CD.	I've got a lot of CDs.
605	Il mio culo!	My ass!
606	Mirare. Fuoco!	Aim. Fire!
607	Non mi cercare.	Don't look for me.
608	Ho una pistola.	I have a gun.
609	Potremmo morire.	We could die.
610	È il mio re.	He is my king.
611	Ha un mandato?	Do you have a warrant?
612	È una puttana.	She's a slut.
613	Guardami negli occhi.	Look into my eyes.
614	Dove inizio?	Where do I start?
615	Dove saranno?	Where will they be?
616	Ti farò causa.	I'll sue you.
617	Dio non voglia!	God forbid.
618	Lo posso mettere qui?	May I put it down here?
619	Fammi vedere.	Let me see.
620	Non uccidere.	Thou shalt not kill.
621	Lo vogliamo.	We want it.
622	Cosa faremo?	What are we going to do?
623	Però non c'è.	But you're not there.
624	Sono genitori.	They are parents.
625	Ama il sesso.	He loves sex.
626	Potete venire?	Can you come?
627	Ha ricevuto tutto?	Did you receive everything?
628	Vivo a Kobe.	I live in Kobe.
629	Dov'è il presidente?	Where's the president?
630	E' in città.	He's in town.
632	Sta succedendo?	Is it happening?
633	È in ospedale.	He is in hospital.
634	Fu perfetto.	He was perfect.
635	Credi agli UFO?	Do you believe in UFOs?
636	L'ho scritto.	I wrote it.
637	Ora smettila!	Now, stop!
638	Vada avanti!	Go on!
639	Fai attenzione!	Pay attention!
640	Li vidi sulle scale.	I saw them on the stairs.
641	Volete bere?	Do you want to drink?
642	Com'è la situazione?	What is the situation like?
643	È accusato di omicidio.	He is accused of murder.
644	C'è una revisione del suo lavoro.	There's a revision of his work.
645	E se avesse torto?	What if she's wrong?
646	Sarà ottimo.	That'll be great.
647	Abbiate cura!	Take care!
648	Morì durante l'intervento.	He died during surgery.
649	Hai provato.	You tried.
650	Parole sagge!	Wise words!
651	Non mi lasciare!	Don't leave me!
652	Lo dicono tutti.	Everyone says that.
653	Alla prossima!	See you next time!
654	Queste sono nostre.	These are ours.
655	Ben arrivato!	Welcome.
656	È un bel paese.	It's a beautiful country.
657	I ragazzi si sono arrampicati sull' albero più velocemente di un gruppo di scoiattoli.	The boys climbed up the tree faster than a pack of squirrels.
658	Sono andate.	They're gone.
659	Chiunque lo sa.	Anybody knows it.
660	Ora capisci?	Now do you understand?
661	Amore e pace.	Love and Peace.
662	Immagino di no.	I guess not.
663	Non è musica.	It's not music.
664	Tieni saldo.	Hold tight.
665	Oddio, che cazzo devo fare?	Oh God, what the fuck am I going to do?
666	Ho un libro.	I have a book.
667	Eravamo soci.	We were partners.
668	È sua amica.	She is his friend.
669	Cosa vuoi diventare?	What do you want to become?
670	Mi dà sui nervi.	It gets on my nerves.
671	È sbagliato.	That's wrong.
672	Cosa vuoi dirmi?	What do you want to say to me?
673	Ce la farai.	You'll make it.
674	Entra o esci.	Enter or exit.
675	Sono venuta.	I came.
676	L'ha scelta.	He's chosen you.
677	Ho voluto pagare.	I wanted to pay.
678	La può portare?	Can you bring her?
679	Assolutamente!	Absolutely!
680	Molte grazie.	Many thanks.
681	Chiedo scusa.	I apologize.
682	Torna fuori.	Go back outside.
683	Cos'ha scoperto?	What have you discovered?
684	Ecco i fatti.	Here are the facts.
685	Ha tre settimane.	You've got three weeks.
686	Dovevi dirlo?	Did you have to say that?
687	Hai alcuni libri.	You have some books.
688	È in prigione.	He's in prison.
689	Che giornata!	What a day!
690	È piuttosto vago.	That's kind of vague.
691	Dio è buono.	God is good.
692	Non aspettare!	Don't wait.
693	Parli arabo?	Do you speak Arabic?
694	Vorrei arrivare.	I would like to arrive.
695	Com'è lungo!	How long it is!
696	Lei le vede?	Do you see them?
697	È un avvocato?	Are you a lawyer?
698	Sono deciso.	I'm decisive.
699	Tu ci sarai?	Will you be there?
700	Ho un messaggio.	I have a message.
701	Non dormire.	Don't sleep.
702	Ho dieci biro.	I have ten pens.
703	Sei stupido.	You are stupid.
704	È da usare qui?	Is it for here?
705	Ha dello scotch?	Do you have any tape?
706	Santo cielo.	Good Lord.
707	Non guardare!	Don't look!
708	Ha un bagno?	Does it have a bathroom?
709	Cambiate aria.	Change the air.
710	Alza la voce.	Raise your voice.
711	Sei tornato?	You've come back?
712	Cosa vuol dire?	What does it mean?
713	Giù le mani!	Get your hands off!
714	Conosci Tom?	Do you know Tom?
715	Va benissimo.	That's cool.
716	Quanto prendo?	How much do I get?
717	Sei un cane.	You're a dog.
718	Può restare?	Can you stay?
719	Posso chiamare?	Can I call?
720	Sa di poter vincere.	He knows he can win.
721	Arò il campo.	He plowed the field.
722	Vidi la luce.	I saw the light.
723	Un qualunque indizio?	Any clues?
724	Eri giovane.	You were young.
725	Signore e signori!	Ladies and gentlemen!
726	È fra me e Tom.	That's between Tom and me.
727	Devo provare.	I have to try.
728	Tom è minuto.	Tom is small.
729	Devo saperlo.	I must know.
730	Stai lontano.	Stay away.
731	È in un gruppo?	Are you in a band?
732	Continua così!	Keep it up!
733	Arrivo subito.	I'm coming right away.
734	Che gran colpo!	What a great shot!
735	Cerca la donna!	Look for the woman!
736	Passo e chiudo.	Over and out.
737	Altre domande?	Anymore questions?
738	Insomma, fa bene o fa male?	In short, is it good or bad?
739	È una bambina.	You're a child.
740	Stavi pensando.	You were thinking.
741	Non ha capelli.	He has no hair.
742	Trova la pace.	Find peace.
743	Per noi è un onore.	It is an honor for us.
744	Amo aiutare.	I love to help.
745	È la verità.	It's the truth.
746	Che prove ha?	What evidence do you have?
748	Non funziona!	It doesn't work!
749	È così alto!	You are so tall!
751	Gli credevo.	I believed him.
752	È il futuro?	Is that the future?
753	Non preoccuparti.	Don't worry.
754	È un idiota.	He's a dumb-ass.
755	Ho del cibo.	I have food.
756	È di fretta?	Are you in a hurry?
757	Troppo cara!	Too expensive!
758	Sì, finalmente.	Yes, at last.
759	Siete morti.	You died.
760	Io odio Tom.	I hate Tom.
761	Come al solito.	Same as usual.
762	Lei è brava.	She's good.
763	Fu un incidente?	Was it an accident?
764	Andò allo zoo.	He went to the zoo.
766	È mia intenzione.	I mean it.
767	Sei speciale.	You're special.
768	Può cambiare.	He can change.
769	È così vera.	It's so true.
770	Bella camera!	What a beautiful room!
771	È oltre novemila!	It's over nine thousand!
772	Tom è semplice.	Tom is unsophisticated.
773	Devo dirti di no.	I must say no to you.
774	Riguardo a cosa?	About what?
776	Aspetto da ore.	I've been waiting for hours.
777	Buon viaggio!	Bon voyage!
778	Sono chiaro?	Am I clear?
779	L'ho chiamata.	I called her up.
780	Apra la bocca!	Open your mouth!
781	È permesso fumare.	Smoking is permitted.
782	Mi piacerebbe.	I'd like that.
783	Me lo dovete.	You owe me.
784	Vuoi giocare?	Do you want to play?
785	È un ordine!	That's an order!
786	Ho circa 5.000 yen.	I have about 5,000 yen.
787	Ovviamente andrò.	Of course I will go.
788	Fammi finire.	Let me finish.
789	Buon Natale!	Merry Christmas!
791	Non lo direi.	I wouldn't say that.
792	Sono vostri.	They're yours.
793	Aprii un occhio.	I opened one eye.
794	Sono pronta.	I am ready.
795	Scusami. Chi sei?	Excuse me. Who are you?
796	È già mattina.	It is already morning.
797	L'ho cercato.	I looked for him.
798	Crede a Tom?	Do you believe Tom?
799	È il sistema.	That's the system.
