rank	sentence	english
61	Ég get synt.	I'm able to swim.
62	En af hverju?	But why?
63	Nú eða aldrei.	It's now or never.
64	Hvar býr John?	Where does John live?
65	Þau hafa engin vopn.	They don't have any weapons.
66	Ég er hjá NTT.	I'm with NTT.
67	Hann getur komið.	He can come.
68	Hann má koma.	He can come.
69	Okkar er ánægjan.	It's our pleasure.
70	Hann braust inn.	He broke into a house.
71	Ég er búin að fá nóg.	I've had enough.
72	Skilurðu núna?	Do you understand now?
73	Rauðvín takk.	Red wine, please.
74	Hann kemur kannski.	Perhaps he will come.
75	Hvað vantar?	What is missing?
76	Herra Smith kom.	Mr. Smith came.
77	Ég sakna hans.	I miss him.
78	Ekki tala svona.	Don't talk like that.
79	Slökktu á henni.	Turn it off.
80	Það væri erfitt.	That would be difficult.
81	Leyfðu mér að sjá.	Let me see.
82	Ég held engu frá þér.	I keep nothing from you.
83	Fer Tom, líka?	Is Tom going, too?
84	Ég fer samt.	I'll go anyway.
85	Haldu áfram.	Please continue.
86	Hvað með þig?	How about you?
87	Það er rétt!	That's right!
88	Hann snéri sér við.	He turned around.
89	Þú ert mjög löt.	You're very lazy.
90	Hvers vegna?	Why?
91	Við erum saman.	We were together.
92	Gert er gert.	What's done is done.
93	Ég lofa þér.	I give you my word.
94	Tom sá lækni.	Tom saw a doctor.
95	Ábyrgðin er mín.	The responsibility is mine.
96	Hann býr einn.	He lives alone.
97	Hann lifir enn.	He is still alive.
98	Ég er alltaf til.	I'm always ready.
99	Halló allir!	Hello everyone!
100	Ég ætla í bæinn.	I'm going to town.
101	Það er of dýrt!	It's too expensive!
102	Fjandinn hafi það!	To hell with it!
103	Hvar er pabbi?	Where's Daddy?
104	Ég svaf yfir mig.	I overslept.
105	Má ég klára?	Can I finish?
106	Hvar er mamma?	Where is mom?
107	Enginn veit.	No one knows.
108	Rútan kom tóm.	The bus arrived empty.
109	Ég kem í dag.	I am coming today.
110	Ég skal borga.	I'll pay.
111	Tom meiddi sig.	Tom hurt himself.
112	Það er seinna en þú heldur.	It's later than you think.
113	Bíddu til sex.	Wait till six.
114	Gott að vita.	Good to know.
115	Úrið mitt er rétt.	My watch is right.
116	Förum í ferð.	Let's take a trip.
117	Velkomin heim.	Welcome home.
118	Mér er sama.	I don't care.
119	Ég þarf þig.	I need you.
120	Átt þú þessa bók?	Is this book yours?
121	Taktu þinn tíma.	Take your time.
122	Er einhver þarna?	Is somebody there?
123	Við höfum ekki tíma.	We don't have time.
124	Nú jæja, byrjum.	Let's just begin.
125	Ég mun reyna.	I will give it a try.
126	Ég vil meira.	I want more.
127	Má ég taka það heim?	Can I take it home?
128	Hún vildi gifta sig strax.	She wanted to get married right away.
129	Veist þú það?	Do you know that?
130	Fjandinn hafi það!	To hell with it!
131	Er það satt?	Really?
132	Ég á eitt par af skóm.	I have a pair of shoes.
133	Hvert fórstu?	Where did you go?
134	Hvar voru þeir?	Where were they?
135	Ég ætti að halda það.	I should think so.
136	Alla vegana.	Anyway.
137	Ef ég væri ríkur, myndi ég kaupa fínt hús.	If I were rich, I would buy a fine house.
138	Við þögðum öll.	All of us were silent.
139	Við litum á hvort annað.	We looked at each other.
140	Jón lifir um efni fram.	John lives above his means.
141	Ég er laus í kvöld.	I am free this evening.
142	Einu sinni er nóg.	Once is enough.
143	Ekki láta súpuna kólna.	Don't let the soup get cold.
144	Hvað gerir þú?	What are you doing?
145	Hvað er í því?	What does it contain?
146	Hvað gæti ég sagt?	What could I say?
147	Ég sakna ykkar.	I miss you guys.
148	Það er alveg frábært!	That's really great!
149	Ég hélt það.	I thought as much.
150	Ég saknaði hennar.	I missed her.
151	Hæ! Hvað segirðu?	Hi! How are you?
152	Má á ár í ár á á?	Can you own an oar for a river this year?
153	Sæll, vinur.	Hail, friend.
154	Veldu eina manneskju.	Choose one person.
155	Ég geri mitt besta.	I'll do my best.
156	Einu sinni er nóg.	Once is enough.
157	Sástu systur mína?	Did you see my sister?
158	ek kveða þá.	I said so.
159	Ég mun reyna.	I will give it a try.
160	Hann ætti að koma.	He should come.
161	Hvers vegna?	Why?
162	Þetta er gaman.	This is fun.
163	Ég sá fimm menn.	I saw five men.
164	Ég elska þig.	I love you.
165	Vissi Tom það?	Did Tom know that?
166	Ég skil ekki.	I don't follow.
167	Þér tókst loksins að finna vinnu.	You finally succeeded in getting a job.
168	Mig langar í tölvu.	I want a computer.
169	Konan er að vinna.	The woman is working.
170	Það er vopn án kúlna.	It's a weapon without bullets.
171	Ég vil drepa einhvern.	I want to kill someone.
172	Hún er undir stólnum.	She is under the chair.
173	Hún er á mínum aldri.	She is about my age.
174	Áttu mínútu?	Do you have a minute?
175	Komdu strax.	Come now.
176	Leyfðu mér að hugsa um það.	Let me think about it.
177	Þau hafa engin vopn.	They don't have any weapons.
178	Ég fer á morgun.	I'm going tomorrow.
179	Öllum er sama.	Nobody will care.
180	Viltu gera það einmitt núna?	Do you want to do that right now?
181	Ég veit í alvöru ekki mikið um það.	I really don't know much about that.
182	Tom var ekki viss.	Tom wasn't sure.
183	Ég sá fimm menn.	I saw five men.
184	Hann fékk kvef.	He came down with a cold.
185	Ég kem í dag.	I am coming today.
186	Hvernig gengur?	How is it going?
188	Þarftu að ná í sjúkrabíl?	Do you need an ambulance?
189	Þið hlaupið.	You run.
190	Hvert átti ég að fara?	Where was I supposed to go?
191	Veistu hvar frú Hudson býr?	Do you know where Mrs. Hudson lives?
192	Hvað er opið lengi?	How late are you open?
193	Sæll, vinur.	Hail, friend.
194	Tekur það mikið lengur?	Will it be much longer?
195	Hvenær kemurðu?	When will you come?
196	Við þurfum að komast í þjálfun.	We need exercise.
197	Hann langar að hitta þig.	He wants to meet you.
198	Ég segi það í allri einlægni.	I say in all sincerity.
199	Hvaða hús líkar þér betur?	What house do you like more?
200	Tom mun ekki vilja það.	Tom won't want it.
201	Við komum fyrst.	We arrived first.
202	Þú mátt eiga bókina.	You may keep the book.
203	Ertu viss að þú eyddir öllu?	Are you sure that you deleted everything?
204	Leigubíllinn er kominn.	The taxi has arrived.
205	Ég vil drepa einhvern.	I want to kill someone.
206	Konan sefur inni í svefnherbergi.	The woman sleeps in the bedroom.
207	Tom keyrði burt.	Tom drove away.
208	Hún er átta ára.	She is eight.
209	Ég veit ekki fyrir víst.	I don't know for sure.
210	Góðan daginn!	Good morning!
211	Komdu að hjálpa.	Come and help.
212	Þessi tónlist svæfir mann.	This music puts one to sleep.
214	Þær geta veitt.	They can fish.
215	Ég kom með te handa þér.	I brought you some tea.
216	Hver á sinn hátt.	Every man in his way.
217	Þeir rifust.	They quarreled.
218	Ég ferðaðist ein.	I traveled by myself.
219	Hann gengur hægt.	He walks slowly.
220	Þú ættir að vita það.	You should know it.
221	Öllum var boðið nema mér.	Everyone was invited, except for me.
222	Það er annað mál.	That's another matter.
223	Ég er minni en hann.	I am smaller than him.
224	Mér leið illa.	I felt bad.
225	Hann kemur fyrr eða síðar.	He will come sooner or later.
226	Segðu þeim sjálfur.	Tell them yourself.
227	Ég er næstum búinn.	I'm almost done.
228	Þau áttu yndislegt líf.	They had wonderful lives.
229	Ég heiti Jack.	My name is Jack.
230	Hvar voruð þið tveir?	Where have you two been?
231	Hann er að leita að stílabók.	He's looking for a notebook.
232	Ég var heima.	I was at home.
233	Ég fer samt.	I'll go anyway.
234	Hann er þegar farinn.	He's already left.
235	Við kusum gegn frumvarpinu.	We voted against the bill.
236	Engar áhyggjur.	Don't worry.
237	Við fórum ekki langt.	We didn't go very far.
238	Við eigum tvö börn.	We have two children.
239	Hvar vorum við?	Where were we?
240	Ég hef týnt veskinu mínu.	I have lost my wallet.
241	Mig langar að hætta.	I'd like to quit.
242	Hvern skiptir það annars máli?	Who cares anyway?
243	Hún sagði bless.	She said goodbye.
244	Hún á enga vini.	She doesn't have any friends.
245	Þú tekur aðra götuna.	You will take the second street.
246	Ég skal gefa þér bók.	I'll give you a book.
247	Farðu til fjandans!	Go to hell!
248	Þau deyja ekki.	They won't die.
249	Hve svalt er það?	How cool is that?
250	Það er góð hugmynd.	That is a good idea.
251	Ég gat keyrt bíl.	I was able to drive a car.
252	Hvað er klukkan?	What time is it?
253	Það gleður mig að heyra.	I'm glad to hear that.
254	Dyrnar eru stundum opnar.	The door is sometimes open.
255	Ég er fær um að synda.	I'm able to swim.
257	Þorirðu að spyrja hann út í það?	Dare you ask him about it?
258	Og hvað fæ ég?	And what do I get?
259	Allt verður í lagi.	Everything will be OK.
260	Slysin gerast.	Accidents will happen.
261	Þeir börðu mig allan.	They hit me all over.
262	Það voru tíu egg alls.	There were ten eggs in all.
263	Ég vil að þú sért hér.	I want you to be here.
264	Hvern kaustu?	Who did you vote for?
265	Þetta er líklega veira.	It's probably a virus.
266	Ég hef það fínt.	I'm doing great.
267	Ég er mínir bardagar.	I am my battles.
268	Ég nota það.	I use it.
269	Ég þarf hjálp.	I need help.
270	Bíddu til sex.	Wait till six.
271	Ganga er frábær æfing.	Walking is an excellent exercise.
272	Verið þið sæl.	Goodbye!
273	Ég á allar bækurnar.	I own all the books.
274	Það snjóaði í fleiri daga.	It snowed for many days.
275	Hættu þessu!	Stop it!
276	Sjáumst aftur.	See you again.
277	Við biðum úti.	We waited outside.
279	Hann á tíu kýr.	He has ten cows.
280	Hey, heyrir einhver í mér?	Hey, can anybody hear me?
281	Salernið er uppi.	The toilet is upstairs.
282	Flýttu þér til baka.	Hurry back.
283	Komdu nú sæl.	Hello.
284	Ég á tvær dætur.	I have two daughters.
285	Smá safa, takk.	Some juice, please.
286	Ertu virkilega viss?	Are you really sure?
287	Þetta er allt í höfðinu á manni.	It's all in your head.
288	Gefðu mér fimm daga.	Give me five days.
289	John á tvo syni.	John has two sons.
290	Þau giftust.	They got married.
291	Ég man það ekki.	I can't remember.
292	Við skulum byrja.	Let's begin.
293	Páll var að hringja.	Paul telephoned just now.
294	Ég fer þangað jafnvel þótt það rigni.	I will go there even if it rains.
295	Hjónaband er á milli karls og konu.	Marriage is between a man and a woman.
296	Það er frekar satt.	It's quite true.
297	Nú eða aldrei.	It's now or never.
298	Vélin vinnur á eigin spýtur.	The machine works by itself.
299	Ég er næstum búinn.	I'm almost done.
300	Lestu í gegnum greinina.	Read through the article.
301	Við ættum að fara.	We'd better leave.
302	Hún segist sjá hluti.	She says she is seeing things.
303	Hann er sex árum eldri en ég.	He is six years older than I.
304	Ég meina það.	I mean it.
305	Viltu eitthvað?	Do you want anything?
306	Hvað gerir sonur þinn?	What does your son do?
307	Betra en ekkert.	Better than nothing.
308	Kona sat á bekk.	A woman sat on a bench.
309	Engan sakaði.	Nobody was injured.
310	Hver á sinn hátt.	Every man in his way.
311	Konan er týnd.	The woman is lost.
312	Sú eldri af dætrunum tveim er í háskóla.	The older of the two daughters is in college.
313	Við vitum eitthvað um það.	We know something about it.
314	Tími að spila.	Time to play.
316	Er þetta beint flug til Bandaríkjanna?	Are we making a nonstop flight to the U.S.?
317	Viltu ekki annan bjór?	Wouldn't you like another glass of beer?
318	Ekki horfa niður.	Don't look down.
319	Hverjum gafstu það?	Who did you give it to?
320	Erum við vinir?	Are we friends?
321	Við biðum fyrir utan.	We waited outside.
322	Hún leit undan.	She turned her eyes away.
323	Ekki kalla mig hálfvita!	Don't call me an idiot!
324	Hví ertu svo döpur?	Why are you so sad?
325	Hversu há ertu?	How tall are you?
326	Hvað gætir þú gert?	What could you do?
327	Sonur þessarar konu er veikur.	That woman's son is sick.
328	Ertu tilbúinn?	Are you ready?
329	Reyndar er það þér að kenna.	Actually it's your fault.
330	Í hvaða félagi ertu?	Which club do you belong to?
331	Hver er þessi maður?	Who is that man?
332	Tom er miklu betri en þú.	Tom is much better than you.
333	Ertu að grínast?	Are you kidding?
334	Tvær myndir sköruðust.	Two pictures overlapped.
335	Akið varlega.	Drive carefully.
336	Ég tek ekki þátt í þessu.	Count me out.
337	Annar hundanna er lifandi.	One of the dogs is alive.
338	Hún er átta.	She is eight.
339	Sitjið kyrr.	Please remain seated.
340	Það breytir engu.	That makes no difference.
342	Nafn mitt er Farshad.	My name is Farshad.
343	Hún á tíu börn.	She has ten children.
344	Ég tala við hana seinna.	I'll talk to her later.
345	Viltu meiri bjór?	Would you like some more beer?
346	Ég skal borga.	I'll pay.
347	Hvernig varð þessi misskilningur eiginlega til?	How did this misunderstanding ever arise?
348	Hún sagði bless.	She said goodbye.
349	Ég er strákur.	I am a boy.
350	Hann pússaði skóna sína.	He shined his shoes.
351	Ertu að skilja mig?	Do you follow me?
352	Til hamingju!	Congratulations!
353	Viltu horfa á mynd?	Do you want to watch a movie?
354	Er Tom eitthvað betri?	Is Tom any better?
355	Ganga er frábær æfing.	Walking is an excellent exercise.
356	Ég vona það.	I hope so.
357	Það er nær ómögulegt að framkvæma það.	It is next to impossible to carry it out.
358	Lífið er fallegt.	Life is beautiful.
359	Hún er bara barn.	She's only a child.
360	Jólin eru á næsta leiti.	Christmas will soon come around.
361	Ekki hlusta á hana.	Don't listen to her.
362	Ég vissi að þú kæmir til að bjarga mér.	I knew you'd come to save me.
363	Ég hnerra oft.	I sneeze a lot.
364	Ég skal kenna þér.	I'll teach you.
365	Margir fiskar dóu.	Many fish died.
366	Taktu hinn stólinn!	Take the other chair!
367	Ég skal skrifa Tom.	I'll write to Tom.
368	Hún fór með vinum sínum.	She went off with her friends.
370	Hún kom í von um að hitta þig.	She came hoping to see you.
372	Ég var hræddur.	I was afraid.
373	Ég trúi því ekki að slíkir hlutir séu til.	I don't believe such things exist.
374	Má ég setja það hérna?	May I put it here?
375	Þarna er Tom.	There's Tom.
376	Það er enn þar.	It's still there.
377	Þeim líkar enska.	They like English.
378	Út úr bílnum.	Get out of the car.
379	Ekki sofa of djúpt.	Don't sleep too deeply.
380	Ég þarf þig.	I need you.
381	Fáir lifa í hundrað ár.	Few live to be a hundred.
382	Ég læt ekki bólusetja mig.	I won't get vaccinated.
383	Reyndu aftur.	Try again.
384	Tré búa til súrefni.	Trees make oxygen.
385	Ég skal sækja það.	I'll get it.
386	Hér er mitt tækifæri.	Here's my chance.
387	Þessar bækur eru mínar.	These books are mine.
388	Það mun örugglega rigna.	It'll definitely rain.
389	Hvar sástu þessar konur?	Where did you see this woman?
390	Ég gerði mistök.	I made a mistake.
391	Ekki líta niður.	Don't look down.
392	Klukkan er núna sjö.	It is seven now.
393	Er nokkur heima?	Is anybody home?
394	Hann talar ensku.	He speaks English.
395	Í þetta skipti vinn ég.	I'm going to win this time.
396	Ég sé til þess.	I'll see to it.
398	Kuldabylgja gekk yfir Japan.	A cold wave passed over Japan.
399	Ekki standa upp.	Don't stand up.
400	Er klósett nálægt?	Is there a toilet near here?
401	Þú ert falleg.	You're beautiful.
402	Við ræddum margt.	We talked of many things.
403	Æj vá, segðu mér.	Come on, tell me.
404	Líttu á þennan.	Look at that one.
405	Hafðu samband!	Keep in touch!
406	Hann er farinn.	He's away.
408	Ég bað um sæti í reyklausu.	I asked for a seat in the no-smoking section.
409	Augnablik...	Just a moment ...
410	Áttu það aðeins minna?	Do you have one a little smaller?
411	Þú ert með vitlaust númer.	You've got the wrong number.
412	Ég lofa þér.	I give you my word.
413	Ég sá ungfrú Smith í leikhúsinu í gær.	I saw Miss Smith in the theater yesterday.
414	Hún borðaði varla nokkuð.	She hardly ate anything.
415	Viltu kaupa önd?	Do you want to buy a duck?
416	Tökum strætó.	Let's go by bus.
417	Er eitthvað vandamál?	Is there a problem?
418	Bað hann þín?	Did he propose to you?
419	Fórstu út í gær?	Did you go out last night?
420	Tom gaf okkur mat.	Tom gave us some food.
421	Við munum berjast til enda.	We will fight to the last.
422	Allir hafa einhvers konar ósk.	Everyone has a wish of some kind.
423	Í guðanna bænum.	For heaven's sake.
424	Passið að missa ekkert á fæturna ykkar.	Be careful not to drop anything on your feet.
425	Taktu þinn tíma.	Take your time.
426	Það er önnur leið.	There is another way.
427	Ég skal senda það til baka.	I'll send it back.
428	Fáið ykkur vinsamlegast sæti dömur mínar og herrar.	Please be seated, ladies and gentlemen.
429	Hann á sitt eigið hús.	He has a house of his own.
430	Það er leynistígur á vinstri hönd.	There's a secret path on the left.
431	Við gætum hitt Tom.	We could see Tom.
432	Systir mín er í vinnu.	My sister has a job.
433	Þvoðu þér í framan.	Wash your face.
434	John hefur áhuga á golfi.	John is interested in golf.
435	Ég elska að lesa.	I love reading.
436	Viltu leika við mig?	Would you play with me?
437	Þessi er fegurri.	This one is prettier.
438	Ég snéri til hægri.	I turned right.
439	Hverjum datt þetta í hug?	Who had this idea?
440	Ertu með bíl?	Do you have a car?
441	Ég er ekki læknir.	I'm not a doctor.
442	Ertu með nokkra ferðatékka?	Do you have any travelers' checks?
443	Ég gæti haft rangt fyrir mér.	I could be wrong.
444	Tími að spila.	Time to play.
445	Gleymdirðu einhverju?	Did you forget something?
446	Hann segist ekki munu hætta að reykja.	He says he will not give up smoking.
447	Stúlkan hefur meyrt hjarta.	The girl has a soft heart.
448	Það var hrikalegur dagur.	It was a terrible day.
449	Hvers konar fugl er þetta?	What kind of bird is this?
450	Í ást eru bara upphöf.	In love, there are only beginnings.
451	Ég á erfitt með að trúa því.	I find it difficult to believe.
452	Hún frátók herbergi.	She reserved a room.
453	John er frændi minn.	John is my nephew.
454	Tökumst í hendur.	Let's shake hands.
455	Við verðum líklega öll dáin innan 50 ára.	We will probably all be dead within 50 years.
456	Hún ráðlagði hinum um það mál.	She advised the others on that matter.
457	Er hann að drekka kaffi?	Is he drinking coffee?
458	Er það nærri húsinu þínu?	Is it near your house?
459	Þú vannst frábært starf.	You did an excellent job.
460	Ég gaf þér hús.	I gave you a house.
461	Þær gengu um.	They walked around.
462	Hún er mjög sæt stelpa.	She's a very nice girl.
463	Sá sem leitar, finnur.	Who searches, finds.
464	Dómarinn dæmdi hann í eins árs fangelsi.	The judge sentenced him to one year's imprisonment.
465	Ég færi ef ég hefði ekki þennan höfuðverk.	I would go except for my headache.
466	Heiminum verður ekki bjargað með löggjöfum.	The world is not going to be saved by legislation.
468	Verð ég að læra?	Do I have to study?
469	Hann tók ofan.	He took off his hat.
470	Ekki leggja hér.	Don't park here.
471	Ég elska litlar stelpur.	I love little girls.
472	Mér er alvara.	I'm serious.
473	Finndu rétta svarið!	Find the correct answer!
474	Ég er ekki hrifinn af eggjum.	I don't care for eggs.
475	Ég held að þú sért sá eini sem þarfnast hjálpar.	I think you're the only one who needs help.
476	Krakkar, hlustið!	Kids, listen!
477	Hún tekur tillit til allra kringumstæðna.	She takes every circumstance into account.
478	Það er smá vatn í fötunni.	There is little water in the bucket.
479	Bill er mér tveimur árum yngri.	Bill is my junior by two years.
480	Mig langar að kynnast þér betur.	I would like to get to know you better.
481	Hvað þýðir „precise“ nákvæmlega?	What is the precise meaning of "precise"?
482	Þetta mun enda illa.	That will end badly.
483	Ég hata þig.	I hate you.
484	Hann er tvisvar sinnum eldri en hún.	He is twice as old as she is.
485	Annar hundanna er lifandi.	One of the dogs is alive.
486	Það er enginn glæpur að sleppa morgunmat öðru hverju.	It's no crime to skip breakfast once in a while.
487	Hún er systir mín.	She's my sister.
488	Þú átt að svara spurningunum.	You should answer the questions.
489	Ef hlutirnir fara úr böndunum skaltu hringja í mig í númerinu sem ég lét þig fá í gær.	If things get out of hand, you should call me at the number I gave you yesterday.
490	Vertu hljóð í smá stund.	Be quiet for a moment.
491	Velkomin heim.	Welcome home.
492	Hann er ekki lengur drengur.	He is no longer a boy.
493	Þarf ég að skipta um vagn?	Do I need to transfer?
494	Má ég opna dós?	May I open a can?
495	Ég hata að læra.	I hate studying.
496	Það var afar heitur dagur.	It was a very hot day.
498	Ég er jafn gamall.	I am the same age.
499	Það gerðist fyrir nokkrum árum.	It happened several years ago.
500	Klukkan er hálf níu.	It's half past eight.
502	Augu hans brostu bak við gleraugun.	His eyes were smiling behind his glasses.
503	Lögreglan er hér.	The police are here.
504	Hún er dáinn.	She is dead.
505	Ég mun dansa við þig.	I'll dance with you.
506	Það er mikil þörf á vatni.	Water is much needed.
507	Þakka þér kærlega!	Thank you very much!
508	Ég næ þessu ekki.	I don't get it.
509	Ég náði ekki alveg nafni þessa hönnuðar.	I didn't quite catch the name of that designer.
510	Þú vísaðir til föður míns.	You referred to my father.
511	Hann kom niður.	He came downstairs.
512	Ekki gleyma!	Don't forget.
513	Gefðu hann einhverjum sem hefur not fyrir hann.	Give him something that he can use.
514	Viltu smá kaffi?	Would you like a small coffee?
515	Eru þær systur?	Are they sisters?
516	Framherjinn skoraði mark.	The forward kicked a goal.
517	Var þessi gaur Tom?	Was that guy Tom?
518	Þú gerðir sömu mistök og síðast.	You made the same mistake as last time.
519	Ég kann ekki við neinn hattana.	I don't like any hats.
520	Ég ber fyrir mig vanþekkingu.	I plead ignorance.
521	Bill er mikill bardagamaður.	Bill is a great fighter.
522	Hunda þarf að bera.	Dogs must be carried.
523	Ég sakna þín.	I miss you.
524	Hann dó fyrir ári.	He died one year ago.
525	Ég leyfi þér að velja.	I'll let you decide.
526	Hún söng ansi vel.	She sang pretty well.
527	Ferðastu mikið?	Do you travel much?
528	Ég vona það svo sannarlega.	I do hope so.
529	Sex þeirra snúa aftur.	Six of them return.
530	Ég gerði það sjálf.	I made it myself.
531	Everestfjall er hæsta fjall í heimi.	Mount Everest is the tallest mountain in the world.
532	Geturðu gert það á einum degi.	Can you do it in one day?
533	Hún er hvorki rík né fræg.	She's neither rich nor famous.
534	Segðu mér sanna sögu.	Tell me a true story.
535	Við munum búa á Englandi.	We will be living in England.
536	Hver ykkar komu hingað fyrst?	Which of you came here first?
537	Það er mikilvægt að muna hverjir vinir þínir eru.	It is important to remember who your friends are.
538	Borgaðu farið hérna.	Pay your fare here.
539	Velkominn heim.	Welcome home.
540	Vinsamlegast stígið aftur á bak og haldið ykkur fyrir aftan línuna.	Please step back and keep behind the line.
541	Tom leit á það	Tom looked at it.
542	Tíminn flaug.	Time flew.
543	Hún þerraði tárin sín.	She dried her tears.
544	Ég mun þurfa að flytja.	I'm going to have to move.
545	Hún býr nokkrar götur í burtu.	She lives a few blocks away from here.
546	Öll tungumál eru jöfn, en enska er jafnari en hin.	All languages are equal, but English is more equal than the others.
547	Trúirðu á Guð?	Do you believe in God?
548	Loksins birtist hann.	At last he appeared.
549	Fyrirgefðu mér.	Please forgive me.
550	Ég á ennþá vin í Kína.	I still have friends in China.
551	Ég er góður.	I'm doing great.
552	Hann leit út fyrir að sofa, en í raun var hann dáinn.	He looked asleep, but he was really dead.
553	Það er kirkja hinum megin við götuna.	There is a church across the street.
554	Hljómar eins og áætlun!	Sounds like a plan!
555	Jón lifir um efni fram.	John lives above his means.
556	Ég ætla ekki að selja hrossin.	I'm not selling the horses.
557	Hver er þessi stúlka?	Who's that girl?
558	Þetta verk var ekki létt.	That task wasn't easy.
559	Komdu hingað.	Come here.
560	Þú átt að fylgja lögunum.	You are supposed to obey the law.
561	Það er leynistígur á vinstri hönd.	There's a secret path on the left.
562	Sumir hafa mjög harðar uppgjafir.	Some people have very fast serves.
563	Það mun engu breyta.	That won't change anything.
564	Hversu margar vikur eru á ári?	How many weeks are in a year?
565	Verðin hækka dag frá degi.	Prices rise from day to day.
566	Ég hef mikla samúð með systur þinni.	I feel very sorry for your sister.
567	Hún hefði betur borðað morgunmat.	She had better eat breakfast.
568	Það var eina færa leiðin.	It was the only way to go.
569	Kötturinn leikur sér að lifandi mús.	The cat played with a live mouse.
570	Þú hefðir átt að kynna sjálfan þig.	You should have introduced yourself.
571	Hann reynir.	He tries.
572	Hver á þessa bók?	Whose book is this?
573	Hr. Ford á þetta land.	Mr Ford owns this land.
574	Stattu á fætur!	Stand up!
575	Ég hef verið hér áður.	I've been here before.
576	Ástin er nóg.	Love is enough.
577	Hún er með blá augu.	She has blue eyes.
578	Hann náði takmarkinu sínu.	He reached his goal.
579	Foreldrar okkar eru líka esperantistar.	Our parents are also Esperanto speakers.
580	Segðu mér sanna sögu.	Tell me a true story.
581	Þú ert of hnýsin í annara manna mál.	You are too inquisitive about other people's affairs.
582	Má ég sitja við hliðina á þér?	May I sit next to you?
583	Margir misstu heimili sín sökum jarðskjálftans.	Many lost their homes in the earthquake.
584	Talandi um herra Ito, hvað varð um son hans?	Talking of Mr Ito, what has become of his son?
585	Leyfðu mér að athuga.	Let me check.
586	Hún býr nærri.	She lives nearby.
587	líttu á konuna þarna!	Look at the woman over there!
588	Hvíldu aðeins.	Get some rest.
589	Þetta er fólk.	These are people.
590	Hún var hissa að hann skyldi mæta.	She was surprised at his appearance.
591	Mætti ég dansa með þér?	May I dance with you?
592	Hann kom aftur heim þremur dögum síðar.	He came back home three days later.
593	Svín deila ákveðnum einkennum með mönnum.	Pigs share certain characteristics with human beings.
595	Klukkan er fjögur á úrinu mínu.	It's four o'clock by my watch.
596	Það virðist vera að enginn viti sannleikann.	It seems that no one knows the truth.
597	Þú syngur fallegt lag.	You sing a beautiful song.
598	Gallíu allri er skipt í þrjá hluta.	All Gaul is divided into three parts.
601	Sumir nemendanna eru á bókasafninu, en hinir í skólastofunni.	Some of the students are in the library, but the others are in the classroom.
604	Ekki snerta myndavélina mína.	Don't touch my camera.
605	Engum líkar við stríð.	No one likes war.
606	Við verðum að reyna að vernda umhverfið.	We must try to protect the environment.
607	Ég leyfi þér að velja.	I'll let you decide.
609	Ég sver, John. Frá deginum í dag er ég hættur að reykja.	I swear, John. As of today, I quit smoking.
610	Það er góð spurning.	It's a good question.
612	Ég skal leyfa þér að velja.	I'll let you decide.
614	Drífðu þig af stað.	Get a move on.
616	Hún á fallega dúkku.	She has a pretty doll.
617	Hún spurði mig spurningar.	She asked me a question.
618	Ég vil verða þýðandi.	I want to become an interpreter.
