rank	word	english	ipa
92	keluar	to go out, to exit	/kəˈlua(r)/
93	tentang	about	/tənˈtaŋ/
94	lain	other	/ˈlain/
95	begitu	very	/bəɡitu/
96	dengar	to hear; to listen	/dəˈŋar/
97	tempat	A certain place	/təmpat/
98	beritahu	to inform; to tell; to notify	/bəritahu/
99	selamat	may there be	/səˈlamat/
100	bagus	good, nice, decent, favourable	/ˈbaɡos/
101	macam	like, similar to	/ˈmat͡ʃam/
102	lihat	To look at	[li.hat]
103	harus	have to, must, should	
104	anak	A person's child	/ˈanak/
105	hidup	life	/ˈhidop/
106	maaf	Pardon, forgiveness	[ma.ʔaf]
107	diri	to stand	/ˈdiri/
108	kembali	again, once more	[kəmbäli]
109	ingin	wishing; desirous; eager	/ˈiŋin/
110	lelaki	male	/ləˈlaki/
111	malam	night	/ˈmalam/
112	baru	just, recently, a few moments ago	/ˈbaru/
113	tunggu	to wait	
114	melihat	formal active of lihat	/məˈlihat/
115	cepat	quick, fast, rapid, apace, prompt	/t͡ʃəˈpat/
116	pun	also, too	[pon]
117	tolong	Used to make a polite request	/to.loŋ/
118	sedang	progressive aspect marker, indicating an ongoing or…	/səˈdaŋ/
119	rumah	home; house	/ˈrumah/
120	kan	isn't it?	/kan/
121	masuk	To enter	/ˈmasok/
122	nampak	to see; to catch sight of; to perceive visually	/ˈnampak/
123	cuma	only, merely	/ˈt͡ʃumə/
124	tahun	A period of time of 12 months	[ta.hon]
125	berada	to be; to be located; to be situated	/bəˈrada/
126	suka	to like; to love	/ˈsukə/
127	tetapi	but	/təˈtapi/
128	berlaku	to happen, to occur, to take place	/bər.la.ku/
129	kata	Something that has been said	/ˈkatə/
130	sama	Joining other people; along	/ˈsamə/
131	kawan	I	/ˈkawan/
132	fikir	thought	/ˈfikir/
133	okey	okay	/oke/
134	cuba	Cuban	/ˈt͡ʃuba/
135	pasti	sure, certain	/ˈpasti/
136	sendiri	oneself; myself, yourself, himself, herself, itself,…	/sən.di.ri/
137	mempunyai	Active of punyai	[məm.pu.ɲə.ʔi]
138	takkan	alternative form of tidak akan	/ˈtakkan/
139	jumpa	to meet; to encounter	
140	atas	on, upon, on top of	/ˈatas/
141	dua	two	/ˈdua/
142	tuhan	god	/tuhan/
143	daripada	from	/ˌdariˈpadə/
144	masalah	problem	[maˈsalah]
145	lama	long	/ˈlamə/
146	salah	false	/ˈsalah/
147	faham	understanding	/ˈfaham/
148	mengapa	why	/məŋapə/
149	beberapa	a few	/bəbəˈrapə/
150	besar	large; huge	/bəˈsa(r)/
151	bahawa	Conjunctive that	/baˈhawə/
152	kena	to incur, to bring upon oneself, to be touched adversely	/kəˈna/
153	ibu	mother	/ˈibu/
154	mak	alternative form of emak	/ˈmak/
155	bersama	together	/bə(r)ˈsamə/
156	sebab	Due to; because	/səˈbab/
157	sebelum	before	
158	bila	at what time?	/ˈbilə/
159	memang	indeed; in fact; really	/ˈmemaŋ/
160	sekali	once	/səˈkali/
161	bercakap	To have a conversation	/bə(r)ˈt͡ʃakap/
162	ambil	to take	/ˈambil/
163	tinggal	to live; to reside	/ˈtiŋɡal/
164	perkara	case	/pərˈkara/
165	membuat	to make; to create	/məmˈbuat/
166	bawa	to carry	/ˈbawə/
167	nama	name	/ˈnamə/
168	dunia	world	/ˈdunia/
169	ingat	to remember	/ˈiŋat/
170	sayang	love	/ˈsajaŋ/
171	kali	times; multiplied by	/ˈkali/
172	berhenti	to stop, to cease, to halt, to desist	
173	oleh	because	/ˈoleh/
174	melakukan	to do, to perform, to take action	
175	semuanya	pain	/səˈmuaɲə/
176	makan	to eat	/ˈmakan/
177	bunuh	to kill	/bunuh/
178	cara	manner, means, method, way	/ˈt͡ʃara/
179	kereta	automobile, car, motorcar: A wheeled vehicle that moves…	/kəˈreta/
180	itulah	that's	
181	bagi	for; for the purpose of	/ˈbaɡi/
182	jalan	path; road; street; track; way	/ˈd͡ʒalan/
183	setiap	every; each	/səˈtiap/
184	seseorang	someone	
185	sampai	until	/sampai̯/
186	sebagai	as	/səˈbaɡaj/
187	kemudian	after; afterwards	/kəˈmudian/
188	minta	Used to make a polite request; please	/minta/
189	dulu	before, earlier, previously	/ˈdulu/
190	belum	not yet	/bəˈlom/
191	kerja	work; occupation	/kərˈd͡ʒa/
192	pertama	first of all	/pə(r)ˈtamə/
193	percaya	believing	/pəˈt͡ʃajə/
194	luar	out	/ˈluar/
195	sedikit	a little, a few	/sədikit/
196	membunuh	to kill	/məmˈbunuh/
197	mencari	to seek, to search, to look for	/mən.t͡ʃa.ri/
198	cari	to search, to look for, to seek	/ˈt͡ʃari/
199	hebat	great; profound; intense	/hebat/
200	polis	The police, a civil force granted the legal authority for…	/ˈpolis/
201	terlalu	very	/tərˈlalu/
202	katakan	To say	[ka.tə.kan]
203	ketika	when; while; as	/kəˈtika/
204	apakah	Interrogative pronoun used to inquire something about a…	[a.pə.kah]
205	cukup	sufficiently, adequately	/ˌˈt͡ʃukop/
206	maksud	intention	/ˈmaksud/
207	tengok	to look at	/ˈteŋok/
208	lalu	then; and then; subsequently	/ˈlalu/
209	sebenarnya	actually, in fact	/səbəˈna(r)ɲə/
210	tentu	certainly; surely; of course	/tənˈtu/
211	tangan	hand	/ˈtaŋan/
212	mesti	must	[məsti]
213	kecil	small, little	/kəˈt͡ʃel/
214	manusia	human; human being; person; people; man	/ma(ʔ)ˈnusiə/
215	nanti	going to; will	/ˈnanti/
216	tanpa	without	/ˈtanpa/
217	berapa	how many, how much	/bərapa/
218	bisa	Extremely painful	/ˈbisə/
219	benda	object, thing, stuff, item, good	/bənˈda/
220	ikut	to follow; to accompany	/ikʊt/
221	balik	back	/ˈbalek/
222	selalu	always; forever; evermore	/sə.la.lu/
223	mendapat	Active of dapat	[mən.da.pat]
224	berikan	To contain fish	[bə.ri.kan]
225	bawah	under, below	/bawah/
226	benar	really; truly; very	/bəˈna(r)/
227	terus	straight; direct	/təˈros/
228	bodoh	Damn	/bodoh/
229	gila	Used as an intensifier	[ɡi.lə]
230	budak	young person; child	/ˈbudak/
231	patut	fitting, right, proper	/patut/
232	hal	matter; affair; business	/ˈhal/
233	keluarga	family	/kəluarɡa/
234	perempuan	female	/pərəmˈpuan/
235	takut	afraid	/ˈtakut/
236	wanita	A female person; woman, lady	/waˈnita/
237	selepas	after	/sə.lə.pas/
238	bekerja	to work; to be employed	/bə.kər.d͡ʒa/
239	telefon	telephone	/teˈlifon/
240	biar	So that; so	[bi.ja(r)]
241	saat	second	/ˈsaʔat/
242	tiga	three	/ˈtiɡa/
243	berjaya	successful	/bərˈd͡ʒaja/
244	paling	most	/ˈpaleŋ/
245	apabila	when; at such time as	/ˌapəˈbilə/
246	punya	Used to indicate possession, similar to English 's	/ˈpuɲə/
247	gadis	maiden, young girl	
248	mata	eye	/ˈmatə/
249	tidur	to sleep	/ˈtido(r)/
250	hati	liver	/ˈhati/
251	guna	for	/ˈɡunə/
252	duduk	location; position	/ˈdudok/
253	air	The liquid form of this substance: liquid H₂O	/ˈair/
254	senjata	weapon	/sənˈd͡ʒatə/
255	pintu	door	/ˈpintu/
256	selama	for	/səˈlamə/
257	pulang	to return, to go back, to go home	/ˈpulaŋ/
258	beliau	he, she	/bə.liau̯/
259	beri	To give	/bəˈri/
260	bandar	A city or town	/ˈbanda(r)/
261	semula	from the beginning	/səˈmula/
262	jam	hour	/ˈd͡ʒam/
263	waktu	when; while; during	/ˈwaktu/
264	bilik	A room	/ˈbilek/
265	berdua	both	/bərduə/
266	hilang	to lose	/ˈhilaŋ/
267	pasukan	team	
268	biasa	normal; usual; ordinary	/ˈbiasə/
269	gembira	passion, excitement, anger	/ɡəmˈbirə/
270	membantu	to help	
271	tadi	earlier, just now, a moment ago	/ˈtadi/
272	ialah	To be	/jəˈlah/
273	sesiapa	alternative form of siapa-siapa	/səˈsiapə/
274	sahaja	only	/saˈhad͡ʒə/
275	mengatakan	To say	[mə.ŋa.tə.kan]
276	pagi	morning	/ˈpaɡi/
277	cinta	affection; feeling of love; strong attachment towards…	/ˈt͡ʃintə/
278	kalian	Encompassing all; all	[ka.li.an]
279	abang	An older brother or male sibling	[a.baŋ]
280	depan	front	/dɘpan/
281	terbaik	best	/tə(r)ˈbaek/
282	belakang	behind; following	/bəˈlakaŋ/
283	cantik	beautiful, good-looking, pretty	/ˈt͡ʃantek/
284	lari	to run	/lari/
285	sehingga	until; till; up to	/səˈhiŋɡa/
286	minit	unit of time	[minet]
287	kapal	A large water vessel; a ship	/ˈkapal/
288	hai	Used as a greeting; hi	/hai̯/
289	yg	abbreviation of yang	
290	kenal	to know; to be acquainted with	/kəˈnal/
291	semasa	At the same time as; concurrently, simultaneously	[sə.ma.sə]
292	secara	in a ... manner; by way of; through; -ly	/səˈt͡ʃara/
293	lepaskan	let go	/ləˈpaskan/
294	wang	money	/ˈwaŋ/
295	jauh	far	/ˈd͡ʒaoh/
296	duit	money	/ˈduit/
297	mula	the beginning, the start	/ˈmula/
298	kuat	strong, forceful, powerful, mighty	
299	yakin	Certain, sure, convinced	/ˈjakin/
300	minum	to drink	/ˈminom/
301	seluruh	the whole, the entire	/seluruh/
302	hampir	very close or near to	/ˈhampe(r)/
303	buruk	old, rotten	/ˈburuk/
304	mudah	Without much effort; easily	[mu.dah]
305	kepala	head	/kəˈpalə/
306	kehilangan	Loss	/kə.hi.la.ŋan/
307	sekolah	school	/səˈkolah/
308	kaki	foot, leg	/ˈkaki/
309	bulan	moon	/ˈbulan/
310	diam	quiet; silent	/ˈdiam/
311	cik	A form of address to an unfamiliar man or woman	/ˈt͡ʃik/
312	si	the	/ˈsi/
313	tembak	to shoot	/tembaʔ/
314	keadaan	existence	[kə.ʔa.də.ʔan]
315	walaupun	although; though	/wä.läu.pʊn/
316	berkata	To say	/bə(r)ˈkatə/
317	tetap	continuously	/təˈtap/
318	berjalan	to walk	
319	kehidupan	life	
320	menarik	to pull; to haul; to drag	/məˈnarik/
321	bangun	to wake up; to get up	/ˈbaŋon/
322	a	Used to show excitement or to show agreement	[a]
323	encik	term of address conferred on an adult male of moderate or…	/ənˈt͡ʃek/
324	sakit	ill, painful, sick	/ˈsakit/
325	puan	Mrs	/puan/
326	memberi	Formal active of beri	/məmbəˈri/
327	buka	to open	/ˈbuka/
328	selesai	finished; completed; done; over	/sələˈsaj/
329	sejak	since	/səˈd͡ʒak/
330	kelihatan	to look; to appear; to seem	/kəliˈhatan/
331	tentera	army	/təntəˈra/
332	terbang	to fly	/ˈtə(r)baŋ/
333	antara	In the middle of two things	/anˈtarə/
334	mampu	Rich, wealthy	[mam.pu]
335	sial	Tagged at the end of a sentence to express discontent,…	/ˈsial/
336	agak	rather; quite; somewhat; fairly	/ˈaɡak/
337	ramai	many	/ˈramaj/
338	esok	tomorrow	/ˈesok/
339	you	second-person pronoun	
340	selamatkan	to help someone survive, or rescue someone	
341	ku	I	/ku/
342	tepat	accurate	/təpat/
343	tanya	to ask	/ˈtaɲə/
344	bermain	to play	
345	panggil	to invite	[paŋ.ɡel]
346	makanan	food; meal	/maˈkanan/
347	lepas	after, past, ago	/ləpas/
348	sedia	from the beginning; in the beginning	/səˈdia/
349	pula	instead; on the other hand; however	/ˈpulə/
350	darah	blood	/ˈdarah/
351	dekat	Almost, nearly	[də.kat]
352	melalui	through	
353	raja	A male of a royal family who is the supreme ruler of his…	/ˈrad͡ʒə/
354	teruskan	continue, proceed	
355	negara	country; nation; sovereign state	/nəˈɡara/
356	bahagian	section	/ˌbahaˈɡian/
357	jatuh	to fall; to drop	/ˈd͡ʒatoh/
358	api	fire	/ˈapi/
359	harap	to hope	/harap/
360	naik	to climb, to ascend, to rise	/ˈnaek/
361	kapten	An army or air force officer whose rank is higher than that…	/ˈkeptən/
362	tua	old	/ˈtua/
363	sentiasa	always	
364	mengenai	about	/məŋənaʔi/
365	pukul	to hit, to strike, to beat	
366	turun	To go from a higher place to a lower place	/turun/
367	supaya	so that	/suˈpaja/
368	menang	to win	/mənaŋ/
369	ahli	expert	/ˈah.li/
370	kuasa	product of equal factors	/ˈkuasa/
371	belajar	to study; to learn	/bəˈlad͡ʒa(r)/
372	isteri	wife	/ˌistəˈri/
373	tiba	To reach	/tiba/
374	minggu	week	/ˈmiŋɡu/
375	khabar	news	/ˈxaba(r)/
376	arah	direction	/arah/
377	memberikan	Formal active of berikan	[məm.bə.ri.kan]
378	mau	contraction of mahu	
379	suatu	a, an, one	/swatu/
380	janji	promise	/ˈd͡ʒand͡ʒi/
381	cerita	story	/t͡ʃəˈrita/
382	anjing	dog	[aɲd͡ʒeŋ]
383	begini	so	/bəɡini/
384	berubah	to change, to shift	
385	pilihan	choice; selection	
386	pasal	alternative form of fasal	/pasal/
387	doktor	doctor; physician	/doktor/
388	tinggi	high	/ˈtiŋɡi/
389	lima	five	/ˈlima/
390	tanah	a general term for the surface of the Earth; i.e. ground	/ˈtanah/
391	setelah	after	/sətəˈlah/
392	hantar	to deliver	/ˈhanta(r)/
393	peduli	to care, to concern oneself	/pəˈduli/
394	ah	Particle to express astonishment, disapproval, dismay,…	/ˈah/
395	marah	angry; mad	/ˈmarah/
396	segera	soon	/səɡəˈra/
397	fikirkan	to think about, to contemplate	/fikirkan/
398	jelas	Aurally or visually easy to be perceived	[d͡ʒə.las]
399	perjalanan	journey; trip; travel; voyage	/pərd͡ʒaˈlanan/
400	teman	I, me, my	/təman/
401	buku	a lumpy joint	/ˈbuku/
402	risau	to worry	/risau̯/
403	sukar	difficult	
404	idea	idea	/ˈajdiə/
405	kurang	less; to a lesser degree	/ˈkuraŋ/
406	suruh	to order someone to do something	/suruh/
407	berita	news	/bəˈrita/
408	penjara	jail	/pənˈd͡ʒara/
409	demi	for the sake of; for	/dəˈmi/
410	perang	war	/pəˈraŋ/
411	serius	Without humor or expression of happiness; grave in manner…	/ˈsiriəs/
412	kes	lawsuit, legal proceeding	
413	kematian	death; demise	
414	sepanjang	along, throughout, as long as; during	/səˈpand͡ʒaŋ/
415	bapa	A male parent	[ba.pə]
416	sungguh	really, very	/suŋɡuh/
417	tangkap	to capture, to catch	/ˈtaŋkap/
418	lupa	to forget	/ˈlupə/
419	nombor	number	/ˈnombo(r)/
420	tengah	progressive aspect marker, indicating an ongoing or…	/təˈŋah/
421	jaga	to awake	/ˈd͡ʒaɡa/
422	pelik	strange	/pəˈlek/
423	kedua	second	/kəˈdua/
424	permainan	game	
425	penuh	full	/pəˈnuh/
426	la	At the present time or moment; now	/la/
427	ketua	A chief, leader or head man	[kə.tu.wə]
428	batu	stone; a hard earthen substance that form rocks	/batu/
429	sebentar	for a moment; for a while; briefly	/səbənˈta(r)/
430	semakin	increasingly; more and more; getting; becoming	/səˈmakin/
431	maka	so; therefore	/ˈmakə/
432	meminta	Active of pinta	/məminta/
433	sekejap	soon	/sə.kə.d͡ʒap̚/
434	berani	brave	/bəˈrani/
435	rahsia	secret; confidential	
436	lah	Final particle indicating an imperative, reassurance or…	/ˈlah/
437	berdiri	to stand	
438	nah	here!	/nah/
439	gambar	picture; drawing	/ˈɡambar/
440	jahat	bad, evil	/ˈd͡ʒahat/
441	soalan	question	/soˈalan/
442	adik	sibling person who shares same parents	/ˈadek/
443	kat	At, in, or on; used to indicate a location, position, or…	[kat]
444	sebelah	side; direction	/səbəˈlah/
445	milik	property	/ˈmilek/
446	muda	young	/muda/
447	tenang	calm, composed, still, collected, imperturbable	/təˈnaŋ/
448	jenis	type	/ˈd͡ʒenis/
449	berbeza	to have difference; to be different	/bərˈbɛ.za/
450	para	shelf	/ˈparə/
451	pihak	side	/ˈpihak/
452	bumi	earth	/ˈbumi/
453	keselamatan	safety	
454	tugas	duty	
455	empat	four	/əmˈpat/
456	menuju	to head towards; to go in the direction of	/məˈnud͡ʒu/
457	pakai	to wear	/ˈpakaj/
458	kawasan	an area	/ka.wa.san/
459	senang	easy	/sənaŋ/
460	maklumat	information	/maʔ.lu.mat/
461	suara	voice, utterance	/ˈsuarə/
462	sedar	aware, conscious; awake	/səˈdar/
463	kunci	key	/ˈkunt͡ʃi/
464	tutup	to close	/ˈtutup/
465	presiden	The head of state of a republic that is usually also the…	/preˈsiden/
466	barang	marker used to denote indefiniteness	/ˈbaraŋ/
467	saudara	you m	/sawˈdarə/
468	dilakukan	to do something	/ˌdilaˈkukan/
469	rakan	friend	/ˈrakan/
470	terhadap	towards; to	/tərˈhadap/
471	siap	even; going as far as; including	/ˈsiap/
472	pembunuh	killer, murderer	/pəmˈbunuh/
473	periksa	to inspect, to scrutinize; to examine critically or…	/pəˈriksa/
474	muka	face	/ˈmuka/
475	bahasa	language	[ba.hə.sa]
476	keputusan	result	/kəpuˈtusan/
477	langsung	directly; immediately	/ˈlaŋsuŋ/
478	syarikat	A company	[ʃa.ri.kat]
479	celaka	Wretched, unlucky	[t͡ʃə.la.kə]
480	bos	a person in charge of a business or company	
481	menerima	to receive, to accept	
482	kekuatan	strength	
483	letakkan	basic form of meletakkan	
484	bimbang	worried	/ˈbimbaŋ/
485	panas	hot because of direct heating of the sun	/ˈpanas/
486	situ	there	
487	bertanya	to ask; to inquire	/bərˈtaɲa/
488	serangan	an attempt to cause damage, injury to, or death of opponent…	/səˈraŋan/
489	perasaan	feeling, sensation	/pəraˈsaan/
490	tahan	to endure, to bear, to withstand, to resist	/ˈtahan/
491	hitam	black	/ˈhitam/
492	kira	to count	/kira/
493	pejabat	office	/pəd͡ʒabat/
494	pegang	to hold, to grasp	/pəˈɡaŋ/
495	hantu	A general term for ghosts, spirits or mystical being	/ˈhantu/
496	mulai	starting	/muˈlai/
497	awal	beginning, commencement, first	/ˈawal/
498	peluru	bullet, projectile, ammunition	/pəˈluru/
499	bayi	baby, infant	[ba.ji]
500	kini	now, today	/kini/
501	hubungan	relationship, connection, link	/huˈbuŋan/
502	pakaian	clothes; clothing	/pakai̯an/
503	kecuali	except	/kət͡ʃuali/
504	bilang	to say	/ˈbilaŋ/
505	juta	million	/ˈd͡ʒuta/
506	berharap	to hope	
507	indah	beautiful, lovely, attractive, fine, precious	
508	musuh	enemy, foe	
509	kerajaan	government	[kərad͡ʒaʔan]
510	meninggal	to die; to pass away	/mə.niŋ.ɡal/
511	melawan	Formal active of lawan	[mə.la.wan]
512	keras	hard, stiff	/kəˈras/
513	nyawa	life	/ˈɲawə/
514	it	initialism of teknologi maklumat	[aj.ti]
515	perhatian	attention	/pərˈhatian/
516	beg	A bag	[bɛʔ]
517	sistem	system	
518	surat	document	/ˈsurat/
519	semoga	may there; hopefully	/səˈmoɡə/
520	setuju	to agree	/səˈtud͡ʒu/
521	bom	bomb	
522	berat	weight	/bəˈrat/
523	mimpi	dream	/ˈmimpi/
524	bijak	wise, clever	
525	sikit	a little, a few	/ˈsikit/
526	udara	aerial	/uˈdara/
527	amat	very	/ˈamat/
528	pekerjaan	job; occupation; employment	/pə.kər.d͡ʒa.an/
529	kanan	right	/kanan/
530	guru	educator, teacher, instructor	
531	yah	father	/jah/
532	bahaya	danger	/baˈhaja/
533	pegawai	officer; official	
534	kiri	left	/kiri/
535	hadiah	A gift or present	[ha.di.ah]
536	ruang	An area of the house that is usually without that much…	/ru.aŋ/
537	pistol	a pistol	
538	misi	mission	/ˈmisi/
539	tarik	to pull so it comes towards one	/ˈtarek/
540	jom	let's go, come on	/ˈd͡ʒom/
541	bayar	to pay	/ˈbajar/
542	nya	The 36th letter of the Jawi script which represents the…	/ɲa/
543	utama	best	/uˈtama/
544	baju	top: A garment worn to cover the torso	/ˈbad͡ʒu/
545	makhluk	creature; being	/ˈmaxluk/
546	hadapan	next	/haˈdapan/
547	gagal	to fail	
548	kelas	a group, collection, category or set sharing…	/kəˈlas/
549	meletakkan	transitive formal active of letak	/mələˈtakkan/
550	sementara	while; whilst	/səmənˈtarə/
551	laut	sea	/ˈlaut/
552	kumpulan	group	/kumˈpulan/
553	burung	bird	/ˈburoŋ/
554	mesin	machine	/mesin/
555	emas	gold	/ə.mas/
556	menangis	To cry	/məˈnaŋes/
557	mencuri	formal active of curi	/mənˈt͡ʃuri/
558	kalah	defeated, lost	/kalah/
559	badan	body	/ˈbadan/
560	memanggil	active of panggil	[mə.maŋ.ɡel]
561	mu	alternative spelling of -mu	
562	angkat	to lift, to raise	/ˈaŋkat/
563	neraka	hell	/nəˈraka/
564	bangunan	building	/baŋunan/
565	bunyi	sound	/buɲi/
566	merah	red	/ˈmerah/
567	putih	Being white in colour	/ˈputih/
568	segala	everything	/səɡala/
569	kakak	older sister	/kakaʔ/
570	sempurna	perfect; complete; full	
571	sejuk	cold	/səˈd͡ʒuk/
572	beli	to buy	/bəˈli/
573	parti	A social gathering	/ˈpa(r)ti/
574	bersalah	to make a mistake	
575	benci	hatred	[bənˈt͡ʃi]
576	alasan	reason	/aˈlasan/
577	lagu	song	/ˈlaɡu/
578	ikan	fish	/ˈikan/
579	semalam	for one night	/səˈmalam/
580	bank	An institution that offers various financial services	/ˈbeŋk/
581	nenek	grandmother	/ˈnenek/
582	bola	ball	/ˈbola/
583	dahulu	before, earlier, previously	/daˈhulu/
584	kota	A fort	/kota/
585	main	unpromptedly	/ˈmaen/
586	kebenaran	permission	/kəbənaran/
587	alamak	An exclamation or expression of alarm about a problem or…	/aˈlamak/
588	jawab	an answer or reply	/ˈd͡ʒawab/
589	alat	tool	
590	filem	film	/filəm/
591	dadah	recreational drugs	/ˈdadah/
592	simpan	to hide	[sim.pän]
593	bebas	free	/ˈbebas/
594	enam	six	/əˈnam/
595	menakutkan	scary; horrible	/mənaˈkutkan/
596	sasaran	target	/sasaran/
597	menyerang	to attack; to assault; to strike	/məɲəˈraŋ/
598	kosong	The number zero or 0	[ko.soŋ]
599	kedai	shop	/kəˈdaj/
600	hospital	hospital	/hosˈpital/
601	mengetahui	to discover, to find out	/məŋəˈtahuj/
602	hak	right, truly	/ˈhak/
603	tanda	sign, mark, signal, spot, symbol	/ˈtandə/
604	pilih	to choose	/pilih/
605	hutan	forest	/ˈhutan/
606	letak	to place; to put; to insert	/ləˈtak/
607	rambut	hair	[rambot
608	kamera	camera	[kɛ.mə.rə]
609	sentuh	to touch	/sənˈtoh/
610	terlepas	to be released; to be set free	/tər.lə.pas/
611	ujian	test; examination	/ud͡ʒian/
612	habis	completely; utterly; entirely	/ˈhabis/
613	mayat	corpse	/ˈmajat/
614	panjang	long	/ˈpand͡ʒaŋ/
615	menari	To dance	/mənari/
616	akal	mind; intellect; reason; logic	/ˈakal/
617	kawalan	guard, protection	/kaˈwalan/
618	akhir	end; conclusion	/ˈaxir/
619	peraturan	the rules	/pər.a.tu.ran/
620	datuk	A father of someone's parent; a grandfather	/ˈdatok/
621	dewa	god	/ˈdewa/
622	bunga	flower	/ˈbuŋa/
623	langkah	to step	/laŋkah/
624	kad	A card	/ˈkad/
625	merupakan	to represent, take the form of, to be	/məˌrupəˈkan/
626	pulau	island	/ˈpulaw/
627	selain	in addition to, besides	
628	mulut	mouth	/ˈmulut/
629	terlambat	too late; already late; delayed	/tərˈlambat/
630	lawan	A partner, counterpart	/ˈlawan/
631	kejadian	incident, occurrence	
632	pengawal	guard, protector	
633	pusat	navel	/pusat/
634	malah	in fact; even; moreover; on the contrary	/ˈmalah/
635	cahaya	light	/t͡ʃä.hä.jä/
636	sibuk	busy	
637	utara	north	/uˈtarə/
638	suami	husband	/ˈsuami/
639	tersebut	that, the aforementioned, said	
640	berguna	useful	
641	buang	to discard, reject, or throw away	/ˈbuaŋ/
642	hingga	until; till; up to; as far as	/ˈhiŋɡa/
643	berbahaya	dangerous; hazardous	/bə(r)baˈhajə/
644	asing	foreign	/ˈasiŋ/
645	memandu	To guide: To serve as a guide for someone or something; to…	/məˈmandu/
646	susah	difficult	/ˈsusah/
647	bicara	to talk, to speak	/biˈt͡ʃara/
648	raksasa	enormous, gargantuan, gigantic, humongous, supertall	/rakˈsasə/
649	menemui	to discover	
650	angin	wind	/ˈaŋen/
651	tepi	edge; side; margin; border	/təˈpi/
652	kuda	A horse	/ˈkudə/
